﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10007783","The University of Aberdeen","0","1,690","0","0","1,695","45","315","485","545","65","25","110","25","230","1,845","3,540"
"10007849","Abertay University","5","210","0","0","215","15","80","30","90","10","5","0","0","30","260","475"
"10007856","Aberystwyth University","0","715","5","0","720","55","290","235","175","65","45","20","5","180","1,060","1,780"
"10067853","ACM Guildford Limited*","0","115","0","0","115","","","","","","","","","","",""
"10000163","AECC University College*","0","95","0","0","95","","","","","","","","","","",""
"10032036","Amity Global Education*","0","0","0","0","0","","","","","","","","","","",""
"10000291","Anglia Ruskin University","15","1,220","35","0","1,270","85","300","355","470","40","15","20","0","50","1,330","2,600"
"10005451","Arden University*","0","780","0","0","780","","","","","","","","","","",""
"10007759","Aston University","10","1,000","0","0","1,015","60","350","365","150","30","50","0","5","120","1,130","2,145"
"10038772","British Academy of Jewellery Limited*","0","25","0","0","25","","","","","","","","","","",""
"10007857","Bangor University","10","950","0","0","960","45","125","235","355","30","25","15","0","140","975","1,930"
"10000571","Bath Spa University","0","670","0","0","675","45","185","175","145","30","5","5","0","75","665","1,335"
"10007850","The University of Bath","0","1,615","0","0","1,615","210","565","460","505","90","75","20","15","315","2,255","3,870"
"10007152","University of Bedfordshire","0","560","5","0","565","15","85","230","225","10","15","30","0","25","635","1,200"
"10005343","Queen's University Belfast","5","2,105","15","0","2,120","35","975","345","865","70","70","45","0","185","2,590","4,710"
"10037544","BIMM University*","0","140","0","0","140","","","","","","","","","","",""
"10007760","Birkbeck College","0","875","0","0","875","55","135","160","240","30","10","0","0","50","675","1,550"
"10007140","Birmingham City University*","5","2,045","20","0","2,065","","","","","","","","","","",""
"10006840","The University of Birmingham*","5","4,200","0","0","4,205","","","","","","","","","","",""
"10000712","University College Birmingham","10","310","0","0","320","25","100","85","95","15","5","10","0","50","375","695"
"10007832","Birmingham Newman University","0","145","5","0","150","15","30","35","60","10","5","0","0","30","180","330"
"10007811","Bishop Grosseteste University","0","125","0","0","125","25","35","45","45","20","20","0","0","0","190","315"
"10004061","Bloomsbury Institute*","0","40","0","0","40","","","","","","","","","","",""
"10006841","The University of Bolton*","0","540","40","0","580","","","","","","","","","","",""
"10000385","The Arts University Bournemouth","0","415","0","0","415","20","45","80","80","0","5","0","0","0","230","645"
"10000824","Bournemouth University","0","1,015","0","0","1,015","55","285","275","285","15","10","0","0","0","930","1,945"
"10007785","The University of Bradford","5","635","0","0","640","40","185","130","470","35","35","5","0","140","1,040","1,680"
"10000886","The University of Brighton","0","1,370","5","0","1,375","85","280","370","475","20","65","0","5","135","1,435","2,810"
"10000936","The University College of Osteopathy*","0","65","0","0","65","","","","","","","","","","",""
"10007786","The University of Bristol","0","3,765","5","0","3,770","520","1,115","1,195","1,580","135","115","60","30","585","5,335","9,105"
"10000961","Brunel University London","5","1,470","0","0","1,475","120","305","245","460","25","20","25","10","140","1,350","2,820"
"10000975","Buckinghamshire New University*","0","590","30","0","625","","","","","","","","","","",""
"10007788","The University of Cambridge","5","6,080","0","0","6,090","140","2,900","1,595","1,270","110","270","0","460","355","7,105","13,195"
"10003324","The Institute of Cancer Research","0","660","0","0","660","50","285","45","95","10","5","0","0","15","510","1,165"
"10001143","Canterbury Christ Church University","0","765","0","0","765","30","640","95","200","75","50","10","0","105","1,205","1,965"
"10007814","Cardiff University","25","3,940","10","0","3,975","595","865","525","1,510","100","20","15","10","145","3,785","7,760"
"10086359","Caspian School of Academics*","0","0","0","0","0","","","","","","","","","","",""
"10007854","Cardiff Metropolitan University","0","885","0","0","885","70","265","245","330","15","15","0","0","75","1,010","1,895"
"10001264","Central School of Ballet*","0","15","0","0","15","","","","","","","","","","",""
"10007141","The University of Central Lancashire","0","1,665","50","0","1,710","15","260","525","510","20","60","10","10","195","1,605","3,320"
"10024024","Central Film School London*","0","5","0","0","5","","","","","","","","","","",""
"10007848","University of Chester","0","690","0","0","695","40","210","270","310","35","35","10","5","90","1,000","1,695"
"10007137","The University of Chichester*","0","545","0","0","545","","","","","","","","","","",""
"10001386","Chicken Shed Theatre Company*","0","0","25","0","25","","","","","","","","","","",""
"10001478","City, University of London","0","1,855","0","0","1,855","105","355","385","465","25","15","15","5","50","1,420","3,275"
"10007912","Cliff College*","0","10","0","0","10","","","","","","","","","","",""
"10066502","The College of Health Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","0","85","0","0","85","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","0","10","0","0","10","","","","","","","","","","",""
"10001726","Coventry University","10","2,415","0","0","2,425","275","655","325","820","35","5","80","5","170","2,375","4,800"
"10007822","Cranfield University","0","800","5","0","805","45","170","370","395","25","15","0","10","20","1,050","1,850"
"10006427","University for the Creative Arts*","0","400","45","0","445","","","","","","","","","","",""
"10007842","University of Cumbria","0","505","0","0","510","10","50","185","290","15","10","0","15","35","610","1,120"
"10015688","David Game College Ltd*","0","35","0","0","35","","","","","","","","","","",""
"10001883","De Montfort University","0","1,525","0","0","1,525","60","295","560","370","20","40","0","0","175","1,515","3,040"
"10007851","University of Derby","20","1,330","45","0","1,395","80","130","155","530","25","50","5","0","110","1,085","2,480"
"10007852","The University of Dundee","0","1,490","0","0","1,490","45","475","505","560","50","35","0","0","155","1,830","3,325"
"10007143","University of Durham","0","2,850","45","0","2,895","50","730","615","825","150","110","30","5","590","3,105","6,000"
"10007789","The University of East Anglia","0","2,090","0","0","2,090","40","325","660","565","60","140","15","10","250","2,065","4,150"
"10007144","The University of East London","20","1,115","5","0","1,140","150","270","120","425","20","5","30","0","55","1,070","2,205"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","0","15","0","0","15","","","","","","","","","","",""
"10007823","Edge Hill University*","0","1,025","0","0","1,025","","","","","","","","","","",""
"10007772","Edinburgh Napier University","10","1,015","0","0","1,025","45","230","220","335","50","5","0","10","155","1,045","2,070"
"10007790","The University of Edinburgh","15","8,200","220","0","8,430","265","2,530","1,485","2,655","350","585","145","5","875","8,895","17,325"
"10042570","Escape Studios*","0","30","0","0","30","","","","","","","","","","",""
"10007791","The University of Essex","0","1,535","20","0","1,560","30","570","295","635","35","5","15","5","5","1,595","3,150"
"10008173","University College of Estate Management*","0","100","0","0","100","","","","","","","","","","",""
"10007792","The University of Exeter","5","3,910","0","0","3,915","195","895","700","1,120","165","80","110","5","190","3,455","7,370"
"10008640","Falmouth University*","0","425","20","0","445","","","","","","","","","","",""
"10004511","The National Film and Television School*","5","75","0","0","80","","","","","","","","","","",""
"10022087","Futureworks*","0","20","0","0","20","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","0","825","0","0","825","35","145","240","295","15","10","0","0","120","860","1,685"
"10002681","Glasgow School of Art","5","165","70","0","240","5","5","20","380","0","10","0","0","0","415","660"
"10007794","The University of Glasgow","5","5,765","30","0","5,795","275","645","840","2,090","60","230","15","20","480","4,660","10,455"
"10007145","University of Gloucestershire*","0","690","0","0","695","","","","","","","","","","",""
"10002718","Goldsmiths College","0","1,260","0","0","1,260","45","230","195","280","15","5","0","0","120","895","2,155"
"10007146","The University of Greenwich","10","1,170","65","0","1,245","45","235","105","645","5","0","0","0","0","1,040","2,285"
"10007825","Guildhall School of Music and Drama","10","815","10","0","835","5","25","0","5","0","0","0","0","0","35","870"
"10040812","Harper Adams University*","0","255","0","0","260","","","","","","","","","","",""
"10080811","Hartpury University","20","140","50","0","205","35","40","35","90","15","25","0","5","55","295","500"
"10007764","Heriot-Watt University","0","955","5","0","965","100","365","300","275","55","30","30","5","205","1,365","2,330"
"10007147","University of Hertfordshire","0","2,250","0","0","2,250","65","305","515","465","25","60","0","200","5","1,635","3,885"
"10007148","The University of Huddersfield*","0","845","0","0","845","","","","","","","","","","",""
"10007149","The University of Hull","0","990","0","0","990","0","395","130","520","30","20","0","0","145","1,240","2,230"
"10003239","ICON College of Technology and Management*","0","30","0","0","30","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","5","4,535","0","0","4,540","400","1,825","1,070","715","70","110","5","0","185","4,385","8,925"
"10057622","The School of Information Risk Management*","0","10","0","0","10","","","","","","","","","","",""
"10013220","Institute of Art - London Limited*","0","20","0","0","20","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","0","15","0","0","15","","","","","","","","","","",""
"10082728","INTO University Partnerships Limited*","0","200","0","0","200","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","0","510","0","0","510","","","","","","","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","0","30","0","0","30","","","","","","","","","","",""
"10007767","Keele University","25","920","5","0","955","35","225","185","480","60","60","5","0","190","1,235","2,190"
"10007150","The University of Kent","0","1,305","0","0","1,305","65","290","495","490","70","45","25","10","260","1,745","3,055"
"10003645","King's College London","0","6,200","0","0","6,200","160","1,190","1,525","1,235","75","95","15","0","475","4,775","10,975"
"10003678","Kingston University","5","950","45","0","1,000","10","155","225","490","0","0","0","0","0","875","1,875"
"10003758","LAMDA Limited","0","75","0","0","75","0","0","0","95","0","10","5","0","0","105","180"
"10007768","The University of Lancaster","0","2,315","5","0","2,320","105","380","525","630","75","110","5","15","245","2,090","4,410"
"10003854","Leeds Arts University*","0","165","5","0","170","","","","","","","","","","",""
"10003861","Leeds Beckett University","5","1,505","50","0","1,555","45","225","230","530","35","30","5","10","115","1,225","2,780"
"10034449","Leeds Conservatoire","0","170","0","0","170","5","25","30","40","0","0","10","0","0","110","280"
"10007795","The University of Leeds","0","3,935","5","0","3,940","240","1,630","710","2,580","45","140","45","5","485","5,875","9,815"
"10003863","Leeds Trinity University","5","260","0","0","265","60","100","130","160","15","10","0","0","35","515","780"
"10082828","College of Legal Practice Limited*","0","10","0","0","10","","","","","","","","","","",""
"10007796","The University of Leicester","0","1,960","0","0","1,960","40","335","825","705","55","95","5","0","330","2,395","4,350"
"10089591","LIBF Limited*","0","40","0","0","40","","","","","","","","","","",""
"10007151","The University of Lincoln","0","1,655","0","0","1,655","75","215","290","465","10","0","0","0","20","1,070","2,730"
"10036456","Academy of Live Technology Ltd*","0","15","0","0","15","","","","","","","","","","",""
"10003956","Liverpool Hope University","0","330","0","0","330","5","105","60","90","25","0","0","0","105","390","720"
"10003957","Liverpool John Moores University*","0","1,810","20","0","1,830","","","","","","","","","","",""
"10031239","LMA*","5","30","0","0","35","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","0","95","0","0","95","","","","","","","","","","",""
"10006842","The University of Liverpool","5","3,305","15","0","3,325","160","830","860","1,520","55","215","55","10","310","4,015","7,340"
"10003958","Liverpool School of Tropical Medicine","0","240","0","0","245","25","150","70","85","0","0","0","5","0","340","585"
"10007162","University of the Arts, London","10","2,785","5","0","2,800","50","760","555","705","0","115","10","0","0","2,200","4,995"
"10013109","London Bridge Business Academy*","0","0","0","0","0","","","","","","","","","","",""
"10007769","London Business School*","0","110","0","0","110","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","10","95","0","0","100","","","","","","","","","","",""
"10004036","London Film School Limited*","0","30","15","0","40","","","","","","","","","","",""
"10004048","London Metropolitan University","10","540","5","0","555","70","90","95","185","0","10","20","0","5","480","1,035"
"10004078","London South Bank University*","0","1,165","50","0","1,215","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","0","1,920","0","0","1,920","55","525","545","725","80","85","25","0","645","2,690","4,610"
"10007771","London School of Hygiene and Tropical Medicine","0","1,050","0","0","1,050","65","335","175","90","10","5","0","0","45","725","1,775"
"10022285","London School of Management Education*","0","20","0","0","20","","","","","","","","","","",""
"10004075","London School of Theology*","0","25","0","0","25","","","","","","","","","","",""
"10062810","The London School of Architecture*","0","5","0","0","5","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","0","20","0","0","20","","","","","","","","","","",""
"10004113","Loughborough University","0","1,655","35","0","1,690","100","380","585","565","275","55","5","15","295","2,270","3,960"
"10009612","Luther King House Educational Trust*","0","0","0","0","0","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","5","2,485","130","0","2,620","305","670","525","485","40","35","35","0","275","2,365","4,985"
"10007798","The University of Manchester","5","5,300","0","0","5,310","100","675","2,650","2,110","65","110","165","15","575","6,470","11,775"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","0","0","0","0","0","","","","","","","","","","",""
"10020416","Missio Dei*","0","5","0","0","5","","","","","","","","","","",""
"10030776","St Mellitus College*","0","30","0","0","30","","","","","","","","","","",""
"10004320","The Metanoia Institute*","0","90","0","0","90","","","","","","","","","","",""
"10004351","Middlesex University","5","815","0","0","820","90","170","160","165","0","20","5","0","0","610","1,430"
"10023777","Mont Rose College of Management and Sciences*","0","40","0","0","40","","","","","","","","","","",""
"10023454","Moorlands College*","0","20","0","0","20","","","","","","","","","","",""
"10001444","National Centre for Circus Arts*","0","30","0","0","30","","","","","","","","","","",""
"10004538","Nazarene Theological College*","0","20","0","0","20","","","","","","","","","","",""
"10030129","Nelson College London Ltd","0","15","0","0","15","0","0","0","0","0","0","0","0","0","5","20"
"10007799","Newcastle University","25","3,005","0","0","3,030","180","1,010","485","1,270","85","75","10","5","445","3,560","6,590"
"10067406","New Model Institute for Technology and Engineering (NMITE)*","0","20","0","0","20","","","","","","","","","","",""
"10048199","Northeastern University London*","5","160","0","0","165","","","","","","","","","","",""
"10007138","The University of Northampton","5","1,045","0","0","1,050","50","130","245","205","0","10","20","0","10","670","1,720"
"10008816","Northern School of Contemporary Dance*","0","20","0","0","20","","","","","","","","","","",""
"10001282","University of Northumbria at Newcastle","0","1,810","0","0","1,810","160","640","305","510","10","60","0","0","195","1,880","3,690"
"10004775","Norwich University of the Arts*","0","270","0","0","275","","","","","","","","","","",""
"10007154","University of Nottingham*","0","3,850","0","0","3,855","","","","","","","","","","",""
"10004797","The Nottingham Trent University*","0","2,880","0","0","2,880","","","","","","","","","","",""
"10007773","The Open University*","0","5,495","0","0","5,495","","","","","","","","","","",""
"10004930","Oxford Brookes University","5","1,585","40","0","1,625","90","335","315","340","25","40","10","15","25","1,190","2,815"
"10007774","The University of Oxford","0","7,215","5","0","7,220","145","3,870","1,555","2,140","115","180","40","50","190","8,295","15,515"
"10004028","The Place, London Contemporary Dance School (LCDS)*","0","35","0","0","35","","","","","","","","","","",""
"10005127","Arts University Plymouth*","0","110","0","0","110","","","","","","","","","","",""
"10007801","University of Plymouth*","0","1,745","15","0","1,755","","","","","","","","","","",""
"10019178","Point Blank Music School*","0","95","0","0","95","","","","","","","","","","",""
"10007155","The University of Portsmouth*","5","1,715","35","0","1,755","","","","","","","","","","",""
"10005337","Queen Margaret University, Edinburgh","0","335","0","0","335","20","80","75","50","0","5","5","0","20","260","595"
"10007775","Queen Mary University of London","5","3,730","15","0","3,745","240","630","545","1,035","40","55","25","5","345","2,920","6,665"
"10009292","Royal Academy of Dramatic Art*","0","65","0","0","65","","","","","","","","","","",""
"10005378","Rambert School*","0","15","0","0","15","","","","","","","","","","",""
"10005389","Ravensbourne University London","0","260","0","0","260","10","70","35","50","0","0","0","0","10","175","435"
"10007802","The University of Reading","15","1,630","0","0","1,645","55","600","395","750","100","20","0","5","320","2,250","3,900"
"10008455","Regent College London*","0","265","0","0","265","","","","","","","","","","",""
"10005500","Robert Gordon University","0","685","0","0","685","40","185","225","305","5","40","15","5","80","905","1,585"
"10007776","Roehampton University","0","405","15","0","425","30","225","125","115","10","5","0","0","25","535","960"
"10005523","Rose Bruford College of Theatre and Performance*","0","95","0","0","95","","","","","","","","","","",""
"10007835","Royal Academy of Music*","0","305","0","0","305","","","","","","","","","","",""
"10005545","Royal Agricultural University*","0","50","0","0","55","","","","","","","","","","",""
"10007777","Royal College of Art","0","455","5","0","460","60","105","135","125","0","0","0","0","5","430","885"
"10007778","Royal College of Music*","0","295","0","0","300","","","","","","","","","","",""
"10005561","Royal Conservatoire of Scotland","0","365","0","0","365","10","30","45","60","5","0","5","0","45","200","570"
"10007816","The Royal Central School of Speech and Drama","5","90","0","0","90","10","30","30","40","0","5","0","0","0","115","210"
"10005553","Royal Holloway and Bedford New College","0","1,260","0","0","1,260","70","415","245","205","50","5","10","5","55","1,060","2,320"
"10007837","Royal Northern College of Music","0","325","0","0","325","10","20","55","55","15","10","5","0","5","180","505"
"10007779","The Royal Veterinary College*","5","295","0","0","300","","","","","","","","","","",""
"10007803","The University of St. Andrews","0","1,345","0","0","1,345","0","595","190","605","140","160","0","0","215","1,905","3,250"
"10007839","SAE Education Limited*","0","60","0","0","60","","","","","","","","","","",""
"10007782","St George's, University of London","0","455","0","0","455","60","125","55","195","0","0","5","0","0","440","895"
"10008026","St Mary's University College","0","65","0","0","65","5","10","15","25","5","5","0","0","20","90","155"
"10007843","St Mary's University, Twickenham","0","480","0","0","480","25","50","90","170","45","0","0","0","55","435","915"
"10007156","The University of Salford*","5","1,290","0","0","1,300","","","","","","","","","","",""
"10007780","SOAS University of London","5","610","0","0","615","35","115","105","265","5","0","0","0","60","585","1,195"
"10005700","SRUC","0","460","60","0","520","50","320","100","95","35","15","0","15","20","655","1,175"
"10005790","Sheffield Hallam University","0","2,155","0","0","2,155","195","450","640","690","30","50","70","5","255","2,385","4,540"
"10007157","The University of Sheffield","0","3,795","0","0","3,795","305","1,265","1,315","1,080","85","50","20","20","530","4,665","8,460"
"10006022","Solent University","0","535","5","0","535","15","55","90","115","0","15","0","0","0","290","830"
"10007158","The University of Southampton","70","2,730","0","0","2,800","310","1,230","1,035","915","105","75","25","10","315","4,015","6,815"
"10088214","S P Jain London School of Management Limited*","0","5","0","0","5","","","","","","","","","","",""
"10006093","Spurgeon's College*","5","15","0","0","15","","","","","","","","","","",""
"10006299","Staffordshire University","15","1,020","20","0","1,055","65","130","155","315","40","85","15","10","35","855","1,905"
"10007804","The University of Stirling","0","1,000","15","0","1,015","30","295","300","270","35","115","115","5","165","1,325","2,335"
"10037449","University of St Mark and St John","0","135","0","0","135","10","30","60","50","0","0","0","0","45","205","340"
"10008010","Stranmillis University College*","0","75","0","0","75","","","","","","","","","","",""
"10007805","The University of Strathclyde","0","2,005","0","0","2,005","200","700","600","535","85","50","0","25","370","2,565","4,570"
"10014001","University of Suffolk","0","280","5","0","285","15","65","145","135","5","5","0","0","0","365","650"
"10007159","The University of Sunderland","0","1,480","55","0","1,535","95","155","335","350","15","45","30","0","95","1,120","2,655"
"10007160","The University of Surrey","5","1,650","0","0","1,660","105","375","305","410","85","20","5","5","240","1,555","3,215"
"10007806","The University of Sussex","5","2,025","5","0","2,035","135","455","425","765","0","10","5","0","0","1,790","3,825"
"10007855","Swansea University","0","1,740","0","0","1,740","80","1,210","190","490","10","25","25","0","55","2,085","3,825"
"10083403","The Engineering and Design Institute London*","0","15","0","0","15","","","","","","","","","","",""
"10007161","Teesside University","0","1,095","0","0","1,095","55","175","205","490","20","20","5","0","180","1,150","2,245"
"10082743","ThinkSpace Education Limited*","0","5","0","0","10","","","","","","","","","","",""
"10008017","Trinity Laban Conservatoire of Music and Dance*","0","350","0","0","350","","","","","","","","","","",""
"10007858","University of Wales Trinity Saint David","50","905","15","0","965","135","95","110","315","30","55","0","0","75","815","1,780"
"10067648","University Academy 92 Limited*","0","45","0","0","45","","","","","","","","","","",""
"10007114","University of the Highlands and Islands","0","75","0","0","80","15","95","50","55","0","0","5","0","0","215","295"
"10007807","Ulster University*","5","1,435","5","0","1,440","","","","","","","","","","",""
"10039956","The University of Law*","0","625","0","0","625","","","","","","","","","","",""
"10007784","University College London","5","10,330","15","0","10,350","210","2,125","1,675","2,460","40","55","10","20","60","6,655","17,005"
"10007793","University of South Wales","0","1,845","15","0","1,860","40","225","365","435","40","10","0","25","55","1,195","3,055"
"10008574","The University of Wales (central functions)","0","0","0","0","0","5","0","10","10","0","0","0","0","0","25","25"
"10029843","Waltham International College Limited*","0","45","0","0","45","","","","","","","","","","",""
"10007163","The University of Warwick","5","3,775","0","0","3,780","590","1,285","910","1,075","155","155","40","0","645","4,865","8,645"
"10007361","Waverley Abbey College*","0","20","0","0","20","","","","","","","","","","",""
"10007164","University of the West of England, Bristol","0","2,460","10","0","2,470","55","465","400","910","35","35","15","20","230","2,165","4,635"
"10007800","The University of the West of Scotland","0","775","20","0","795","40","100","195","355","40","25","5","5","110","875","1,670"
"10006566","The University of West London*","0","1,080","0","0","1,080","","","","","","","","","","",""
"10007165","The University of Westminster","0","1,980","0","0","1,980","40","105","320","395","5","5","35","0","20","930","2,910"
"10003614","The University of Winchester","0","750","0","0","750","5","180","150","85","35","15","5","0","55","540","1,290"
