﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10007783","The University of Aberdeen","1,050","290","95","190","25","25","15","1,695"
"10007849","Abertay University","95","25","25","50","5","5","15","215"
"10007856","Aberystwyth University","445","70","100","70","15","15","5","720"
"10067853","ACM Guildford Limited","10","15","40","45","5","5","0","115"
"10000163","AECC University College","25","25","30","10","0","0","0","95"
"10000291","Anglia Ruskin University","600","345","165","130","10","20","0","1,270"
"10005451","Arden University","240","245","240","45","5","0","0","780"
"10007759","Aston University","735","115","90","40","5","5","25","1,015"
"10038772","British Academy of Jewellery Limited","0","5","10","5","0","0","0","25"
"10007857","Bangor University","510","145","55","130","10","5","105","960"
"10000571","Bath Spa University","250","220","65","80","15","10","30","675"
"10007850","The University of Bath","1,140","65","120","60","5","5","220","1,615"
"10007152","University of Bedfordshire","225","140","100","55","10","0","35","565"
"10005343","Queen's University Belfast","1,705","225","40","130","0","0","10","2,120"
"10037544","BIMM University","15","45","45","15","5","10","5","140"
"10007760","Birkbeck College","510","140","130","60","5","0","30","875"
"10007140","Birmingham City University","565","490","490","280","55","60","130","2,065"
"10006840","The University of Birmingham","2,720","505","165","130","25","20","640","4,205"
"10000712","University College Birmingham","20","110","60","85","30","15","0","320"
"10007832","Birmingham Newman University","55","45","25","20","5","0","5","150"
"10007811","Bishop Grosseteste University","60","30","20","10","0","0","0","125"
"10004061","Bloomsbury Institute","15","10","10","0","5","0","0","40"
"10006841","The University of Bolton","155","200","95","110","15","5","0","580"
"10000385","The Arts University Bournemouth","55","205","20","110","10","15","0","415"
"10000824","Bournemouth University","550","180","105","115","30","30","0","1,015"
"10007785","The University of Bradford","375","135","30","80","10","5","0","640"
"10000886","The University of Brighton","640","345","205","115","15","5","40","1,375"
"10000936","The University College of Osteopathy","10","5","25","10","10","0","5","65"
"10007786","The University of Bristol","2,695","490","220","155","15","10","190","3,770"
"10000961","Brunel University London","955","300","55","110","25","10","10","1,475"
"10000975","Buckinghamshire New University","125","250","90","115","20","15","5","625"
"10007788","The University of Cambridge","4,140","885","165","295","35","20","555","6,090"
"10003324","The Institute of Cancer Research","370","90","90","85","10","5","0","660"
"10001143","Canterbury Christ Church University","285","160","155","130","10","10","15","765"
"10007814","Cardiff University","2,170","430","745","225","30","45","325","3,975"
"10007854","Cardiff Metropolitan University","400","230","90","140","10","10","5","885"
"10001264","Central School of Ballet","0","10","5","0","5","0","0","15"
"10007141","The University of Central Lancashire","480","420","120","265","15","30","385","1,710"
"10024024","Central Film School London","0","0","0","0","0","0","0","5"
"10007848","University of Chester","345","220","65","55","10","0","0","695"
"10007137","The University of Chichester","140","145","110","95","35","20","0","545"
"10001386","Chicken Shed Theatre Company","0","0","0","20","0","5","0","25"
"10001478","City, University of London","880","580","190","140","30","15","20","1,855"
"10007912","Cliff College","10","0","0","0","0","0","0","10"
"10066502","The College of Health Ltd","0","0","5","0","0","0","0","10"
"10007761","Courtauld Institute of Art","45","10","10","20","0","0","0","85"
"10034324","Court Theatre Training Company Ltd","0","5","0","0","0","0","0","10"
"10001726","Coventry University","1,075","295","560","230","50","40","175","2,425"
"10007822","Cranfield University","525","100","110","45","5","10","5","805"
"10006427","University for the Creative Arts","100","135","90","85","15","15","10","445"
"10007842","University of Cumbria","100","165","115","110","15","5","0","510"
"10015688","David Game College Ltd","10","15","10","0","0","0","0","35"
"10001883","De Montfort University","590","465","200","180","35","10","50","1,525"
"10007851","University of Derby","510","435","225","145","40","30","10","1,395"
"10007852","The University of Dundee","910","280","55","140","20","20","75","1,490"
"10007143","University of Durham","1,685","460","240","265","30","135","80","2,895"
"10007789","The University of East Anglia","1,020","520","160","305","10","35","35","2,090"
"10007144","The University of East London","420","245","285","115","25","15","35","1,140"
