﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Abertawe - Swansea","Blaenau Gwent - Blaenau Gwent","Bro Morgannwg - The Vale of Glamorgan","Caerdydd - Cardiff","Caerffili - Caerphilly","Casnewydd - Newport","Castell-Nedd Port Talbot - Neath Port Talbot","Conwy - Conwy","Gwynedd - Gwynedd","Merthyr Tudful - Merthyr Tydfil","Pen-Y-Bont Ar Ogwr - Bridgend","Powys - Powys","Rhondda, Cynon, Taff - Rhondda, Cynon, Taff","Sir Benfro - Pembrokeshire","Sir Ceredigion - Ceredigion","Sir Ddinbych - Denbighshire","Sir Fynwy - Monmouthshire","Sir Gaerfyrddin - Carmarthenshire","Sir Y Fflint - Flintshire","Sir Ynys Môn - Isle of Anglesey","Tor-Faen - Torfaen","Wrecsam - Wrexham","Wales (unitary authority unknown)","Total Wales","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10007783","The University of Aberdeen","5","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","35","9,775"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3,505"
"10007856","Aberystwyth University","95","40","70","115","90","55","80","100","240","20","80","465","130","150","780","60","65","260","70","55","40","80","0","3,135","7,565"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","180"
"10000291","Anglia Ruskin University","5","0","0","15","5","5","5","5","5","0","5","5","5","5","5","0","5","10","5","0","0","0","0","95","17,955"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10005451","Arden University","5","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","25","1,825"
"10000381","Arts Educational Schools","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","230"
"10007759","Aston University","15","0","5","30","5","15","5","10","5","5","5","15","5","5","5","5","10","5","10","0","5","5","0","165","10,115"
"10007857","Bangor University","25","10","25","30","20","15","20","655","1,095","5","20","80","20","10","40","345","20","45","370","720","5","295","10","3,885","8,415"
"10000571","Bath Spa University","25","5","45","75","20","35","15","5","5","5","25","20","25","30","10","0","35","20","0","0","25","5","0","445","6,835"
"10007850","The University of Bath","85","10","65","140","25","45","25","15","5","10","35","35","30","30","15","10","60","35","15","5","30","10","0","735","11,455"
"10007152","University of Bedfordshire","5","0","0","10","0","5","0","0","5","0","5","5","5","0","0","0","0","0","0","0","5","5","0","50","11,800"
"10005343","Queen's University Belfast","5","0","5","10","0","0","0","5","5","0","0","0","0","0","0","0","5","5","5","0","0","0","0","55","21,065"
"10037544","BIMM University","5","5","10","10","5","5","0","5","5","0","0","15","10","5","10","5","10","10","10","0","5","5","0","130","3,765"
"10007760","Birkbeck College","0","0","0","10","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","10,975"
"10007140","Birmingham City University","15","5","10","30","10","15","10","20","10","5","10","45","10","10","25","10","20","15","15","5","5","20","0","320","21,240"
"10006840","The University of Birmingham","60","10","55","150","25","45","15","20","15","5","20","65","35","20","20","20","70","40","30","5","15","25","0","775","26,110"
"10000712","University College Birmingham","10","0","5","5","0","10","5","0","0","0","0","10","0","5","0","0","10","5","5","0","0","0","0","75","3,790"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2,795"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,230"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,305"
"10006841","The University of Bolton","5","0","0","0","0","5","5","5","5","0","0","0","0","0","0","5","0","5","5","5","0","5","0","55","5,815"
