﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE Provider","Aberdeenshire","Angus","Argyll and Bute","City of Aberdeen","City of Dundee","City of Edinburgh","City of Glasgow","Clackmannanshire","Dumfries and Galloway","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Highland","Inverclyde","Midlothian","Moray","North Ayrshire","North Lanarkshire","Orkney Islands","Perth and Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian","Western Isles (Eilean Siar)","Scotland (council area unknown)","Total Scotland","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007783","The University of Aberdeen","1,405","260","95","1,780","175","720","265","40","95","60","120","160","115","80","425","435","50","65","295","70","70","30","235","105","140","60","70","140","160","25","135","45","35","7,970","9,730"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007849","Abertay University","100","395","25","45","780","150","65","25","65","25","35","30","20","50","505","90","20","30","35","25","35","10","225","25","70","5","30","50","50","10","75","10","10","3,115","3,300"
"10007856","Aberystwyth University","0","0","0","0","0","10","5","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","45","7,205"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","180"
"10000291","Anglia Ruskin University","5","0","0","5","5","15","10","0","5","0","0","0","0","0","5","5","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","70","19,540"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10005451","Arden University","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","20","2,490"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","235"
"10007759","Aston University","10","0","0","0","0","5","5","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","60","11,180"
"10007857","Bangor University","5","0","0","0","0","5","10","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","8,880"
"10000571","Bath Spa University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7,200"
"10007850","The University of Bath","10","0","5","15","0","40","10","0","5","0","10","5","0","0","5","0","5","0","0","0","0","0","5","5","5","0","0","5","5","0","0","0","0","145","11,965"
"10007152","University of Bedfordshire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","11,555"
"10005343","Queen's University Belfast","5","0","0","5","5","25","15","0","5","0","5","0","0","5","5","0","0","0","0","5","5","0","5","0","0","0","0","0","5","0","0","0","5","115","20,790"
"10037544","BIMM University","5","0","0","5","0","0","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","45","4,315"
"10007760","Birkbeck College","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","11,560"
"10007140","Birmingham City University","5","0","0","10","5","5","10","0","5","5","0","0","0","0","5","5","5","0","0","0","5","0","0","5","0","0","5","5","0","0","5","0","0","100","21,150"
"10006840","The University of Birmingham","10","0","5","10","5","40","25","0","10","0","5","10","5","0","10","20","0","0","5","5","5","0","5","5","0","0","5","10","5","0","0","0","5","195","26,530"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3,580"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,795"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,215"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,230"
"10006841","The University of Bolton","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","15","5,945"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","20","2,785"
"10000824","Bournemouth University","5","0","5","5","0","5","5","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","5","0","0","0","0","55","17,430"
"10031982","BPP University","0","0","0","0","0","15","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","35","3,775"
