﻿Title:,"Table 16 - HE qualifiers by HE provider and level of qualification obtained"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 16
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE provider","Doctorate research","Other postgraduate research","Master's taught","Postgraduate Certificate in Education","Other postgraduate taught","Total postgraduate","First degree","Foundation degree","HNC/HND","Professional Graduate Certificate in Education","Other undergraduate","Total undergraduate","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","85","0","0","0","0","85","85"
"10007783","The University of Aberdeen","215","25","1,225","320","350","2,135","1,720","0","0","0","140","1,860","3,995"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","20","0","0","20","20"
"10007849","Abertay University","20","0","90","0","85","195","880","0","0","0","50","930","1,130"
"10007856","Aberystwyth University","85","15","255","45","80","480","1,720","20","0","0","235","1,980","2,460"
"10000080","Access to Music Limited","0","0","0","0","0","0","15","0","0","0","5","20","20"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","55","10","0","0","0","65","65"
"10000291","Anglia Ruskin University","85","0","1,055","0","430","1,570","4,190","365","40","0","800","5,395","6,960"
"10041898","Apex College","0","0","0","0","0","0","0","0","5","0","0","5","5"
"10005451","Arden University","0","0","40","0","5","45","95","0","75","0","15","185","230"
"10000381","Arts Educational Schools","0","0","0","0","0","0","85","0","0","0","0","85","85"
"10007759","Aston University","75","5","930","0","245","1,260","2,090","110","0","0","175","2,375","3,635"
"10007857","Bangor University","130","25","990","175","130","1,450","2,145","10","10","0","65","2,230","3,680"
"10000571","Bath Spa University","15","0","355","360","190","920","1,655","140","0","15","220","2,030","2,950"
"10007850","The University of Bath","225","10","1,440","0","230","1,905","2,865","65","0","0","110","3,045","4,950"
"10007152","University of Bedfordshire","45","15","810","115","515","1,505","2,515","135","25","10","690","3,375","4,880"
"10005343","Queen's University Belfast","360","40","1,140","135","825","2,500","4,220","30","0","0","635","4,885","7,385"
"10037544","BIMM University","0","0","0","0","0","0","935","5","0","0","195","1,130","1,130"
"10007760","Birkbeck College","110","10","1,225","0","185","1,530","1,150","55","0","0","670","1,875","3,405"
"10007140","Birmingham City University","20","0","1,035","385","915","2,355","4,960","55","180","0","750","5,950","8,300"
"10006840","The University of Birmingham","630","160","4,535","320","900","6,545","5,810","235","0","0","320","6,365","12,910"
"10000712","University College Birmingham","0","0","170","40","55","260","870","440","0","0","140","1,450","1,710"
"10007832","Birmingham Newman University","0","0","60","150","45","255","575","35","0","15","120","745","1,000"
"10000894","Bristol Baptist College","0","0","0","0","0","0","5","0","0","0","5","5","5"
"10007811","Bishop Grosseteste University","0","0","20","220","10","250","560","95","0","25","20","700","945"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","185","0","75","0","0","260","260"
"10006841","The University of Bolton","15","0","160","85","160","415","920","255","80","90","250","1,590","2,005"
"10000385","The Arts University Bournemouth","0","0","50","0","10","65","915","0","0","0","145","1,060","1,125"
"10000824","Bournemouth University","90","10","985","0","235","1,320","3,205","110","50","0","680","4,045","5,370"
"10031982","BPP University","0","0","590","0","40","630","625","0","0","0","1,740","2,365","2,995"
"10007785","The University of Bradford","65","5","635","0","575","1,280","2,165","5","0","0","335","2,510","3,785"
"10000886","The University of Brighton","55","5","715","205","325","1,300","4,220","105","0","85","410","4,815","6,115"
"10000936","The University College of Osteopathy","0","0","0","0","35","35","60","0","0","0","0","60","95"
"10007786","The University of Bristol","490","90","1,845","145","270","2,840","4,625","0","0","30","115","4,765","7,605"
"10028216","Brit College","0","0","0","0","0","0","0","0","360","0","0","360","360"
"10023464","Trinity College Bristol","0","0","0","0","0","0","10","0","0","0","30","40","40"
"10000961","Brunel University London","200","5","1,270","135","165","1,775","2,360","0","0","0","240","2,600","4,375"
"10000975","Buckinghamshire New University","5","0","150","50","190","390","1,735","145","0","0","530","2,410","2,805"
"10007787","The University of Buckingham","15","40","140","510","25","730","330","0","0","0","15","345","1,070"
"10022021","UK College of Business and Computing","0","0","0","0","0","0","0","0","1,015","0","0","1,015","1,015"
"10041974","London College of Business Sciences","0","0","0","0","0","0","0","0","0","0","60","60","60"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","30","0","0","0","5","35","35"
"10007788","The University of Cambridge","1,170","1,175","1,625","270","185","4,425","3,220","0","0","0","30","3,250","7,670"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","15","0","0","0","45","60","60"
"10003324","The Institute of Cancer Research","25","5","10","0","45","90","0","0","0","0","0","0","90"
"10001143","Canterbury Christ Church University","55","20","225","405","405","1,110","3,060","270","15","225","765","4,335","5,445"
"10007814","Cardiff University","435","20","2,840","0","1,055","4,350","5,215","0","0","0","435","5,650","9,995"
"10007854","Cardiff Metropolitan University","40","0","695","290","170","1,200","2,480","25","55","15","240","2,815","4,015"
"10007141","The University of Central Lancashire","55","5","555","45","435","1,100","4,880","250","130","0","1,130","6,385","7,485"
"10007848","University of Chester","25","10","550","285","580","1,445","2,665","190","0","0","615","3,465","4,910"
"10007137","The University of Chichester","5","0","145","150","80","385","1,275","65","25","40","190","1,590","1,975"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","25","25","0","0","0","50","50"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","50","0","0","0","0","50","50"
"10010213","The City College","0","0","0","0","0","0","0","0","20","0","10","30","30"
"10001478","City, University of London","160","0","3,090","0","995","4,250","2,565","35","0","0","405","3,000","7,250"
"10007912","Cliff College","0","0","0","0","0","0","15","0","0","0","5","20","20"
"10013357","The Academy of Contemporary Music","0","0","0","0","0","0","390","0","0","0","85","475","475"
"10001653","Conservatoire for Dance and Drama","0","0","95","0","35","130","315","195","0","0","10","525","650"
"10007761","Courtauld Institute of Art","25","0","180","0","30","235","55","0","0","0","0","55","290"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","15","0","0","0","0","15","15"
"10001726","Coventry University","70","0","3,345","0","370","3,785","6,105","50","70","0","595","6,820","10,605"
"10007822","Cranfield University","140","20","1,830","0","230","2,225","0","0","0","0","0","0","2,225"
"10006427","University for the Creative Arts","0","0","150","0","20","175","1,205","0","0","0","215","1,415","1,590"
"10007842","University of Cumbria","5","0","170","515","345","1,035","1,555","140","0","25","705","2,425","3,460"
"10001883","De Montfort University","70","10","715","0","560","1,355","4,585","135","35","0","760","5,515","6,870"
"10007851","University of Derby","15","0","670","275","455","1,420","3,075","270","45","0","515","3,905","5,325"
"10007852","The University of Dundee","155","20","790","0","725","1,695","2,055","0","0","0","255","2,310","4,005"
"10007143","University of Durham","375","75","1,865","265","140","2,715","3,615","0","0","5","280","3,900","6,610"
"10007789","The University of East Anglia","260","10","1,590","235","330","2,425","2,655","65","0","0","550","3,270","5,695"
"10007144","The University of East London","40","20","565","240","445","1,310","2,635","5","0","15","1,135","3,790","5,100"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","15","0","0","0","50","65","65"
"10007823","Edge Hill University","20","0","495","635","775","1,920","3,135","130","0","65","470","3,800","5,720"
"10007772","Edinburgh Napier University","40","5","930","0","110","1,090","2,635","0","0","0","385","3,020","4,110"
"10007790","The University of Edinburgh","735","240","3,715","270","735","5,695","4,705","0","0","0","430","5,135","10,830"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","50","0","35","80","80"
"10042570","Escape Studios","0","0","0","0","0","0","60","0","15","0","0","75","75"
"10007791","The University of Essex","190","25","1,225","0","265","1,705","2,665","160","0","0","390","3,215","4,920"
"10002113","East End Computing and Business College Limited","0","0","0","0","0","0","0","0","110","0","0","110","110"
"10008173","University College of Estate Management","0","0","120","0","10","135","100","5","0","0","45","145","280"
"10008229","EThames Graduate School Limited","0","0","0","0","0","0","35","0","135","0","0","170","170"
"10007792","The University of Exeter","335","35","1,585","370","305","2,635","5,075","0","0","0","660","5,740","8,370"
"10008640","Falmouth University","5","0","100","0","20","125","1,335","10","0","0","50","1,390","1,520"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0","0","0","190","0","0","190","190"
"10045476","Met Film School Limited","0","0","0","0","0","0","50","0","0","0","25","80","80"
"10004511","The National Film and Television School","0","0","115","0","0","115","0","0","0","0","0","0","115"
"10038763","ForMission Ltd","0","0","0","0","0","0","30","0","0","0","5","35","35"
"10022087","Futureworks","0","0","0","0","0","0","20","0","0","0","5","25","25"
"10007762","Glasgow Caledonian University","35","0","755","0","280","1,070","3,195","0","60","0","615","3,870","4,940"
"10002681","Glasgow School of Art","10","0","285","0","95","385","335","0","0","0","40","375","765"
"10007794","The University of Glasgow","505","55","3,730","335","815","5,440","4,175","0","0","0","360","4,535","9,980"
"10007145","University of Gloucestershire","25","10","230","90","280","630","1,730","105","0","50","360","2,240","2,870"
"10002718","Goldsmiths College","120","5","1,405","295","30","1,850","1,495","0","0","15","70","1,585","3,435"
"10002735","Grafton College","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007146","The University of Greenwich","60","10","1,055","125","295","1,545","4,145","135","90","225","315","4,910","6,455"
"10007937","GSM London","0","0","0","0","0","0","1,070","0","0","0","370","1,440","1,440"
"10007825","Guildhall School of Music and Drama","5","0","145","0","25","170","160","0","0","0","10","170","340"
"10040812","Harper Adams University","5","5","75","0","180","265","565","135","0","0","60","765","1,025"
"10007764","Heriot-Watt University","175","5","1,315","0","130","1,630","1,685","0","0","0","325","2,005","3,635"
"10007147","University of Hertfordshire","75","15","1,120","150","625","1,990","4,600","350","0","5","575","5,530","7,515"
"10007765","Heythrop College","5","5","85","0","10","105","95","0","0","0","10","100","205"
"10007148","The University of Huddersfield","155","90","780","165","355","1,540","3,955","0","0","200","615","4,770","6,310"
"10007149","The University of Hull","170","40","475","195","255","1,135","3,440","115","0","0","270","3,825","4,960"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","365","0","0","365","365"
"10003270","Imperial College of Science, Technology and Medicine","905","485","3,230","0","65","4,685","2,570","0","0","0","0","2,570","7,260"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","180","0","60","0","80","320","320"
"10029682","The Islamic College","0","0","0","0","0","0","5","0","0","0","0","5","5"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","0","0","0","10","0","0","0","105","115","115"
"10007767","Keele University","70","10","395","0","420","905","1,920","0","0","0","395","2,315","3,220"
"10003566","Kensington College of Business","0","0","0","0","0","0","35","0","75","0","0","110","110"
"10007150","The University of Kent","190","35","1,290","0","190","1,705","4,135","30","25","0","260","4,450","6,155"
"10003645","King's College London","675","10","4,700","160","1,020","6,570","4,425","0","0","5","270","4,700","11,275"
"10008325","KLC School of Design","0","0","0","0","0","0","5","0","0","0","65","70","70"
"10003678","Kingston University","75","10","1,650","160","380","2,270","4,050","455","35","0","585","5,125","7,395"
"10009285","Kogan Academy of Dramatic Arts","0","0","0","0","0","0","5","0","0","0","0","5","5"
"10007768","The University of Lancaster","255","25","1,265","0","180","1,725","2,665","0","0","0","90","2,755","4,480"
"10003854","Leeds Arts University","0","0","20","0","0","25","345","0","0","0","35","385","405"
"10003861","Leeds Beckett University","35","5","790","170","685","1,690","4,655","10","10","5","775","5,455","7,140"
"10007795","The University of Leeds","610","40","3,525","115","630","4,920","6,065","45","0","5","205","6,325","11,240"
"10003863","Leeds Trinity University","0","5","35","200","190","435","750","40","0","30","90","910","1,350"
"10007796","The University of Leicester","305","10","1,795","190","300","2,600","3,025","55","0","10","140","3,225","5,825"
"10007151","The University of Lincoln","45","20","405","0","270","740","3,170","30","0","0","400","3,600","4,340"
"10003956","Liverpool Hope University","15","0","150","390","100","650","1,005","0","0","0","160","1,170","1,820"
"10003957","Liverpool John Moores University","85","10","985","375","870","2,325","4,790","30","40","0","1,030","5,895","8,220"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","210","0","0","0","5","215","215"
"10006842","The University of Liverpool","385","135","1,590","0","250","2,360","5,790","0","0","0","515","6,305","8,665"
"10003958","Liverpool School of Tropical Medicine","5","0","80","0","270","355","0","0","0","0","0","0","355"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","45","45","105","150","25","0","0","280","325"
"10007162","University of the Arts, London","25","0","1,625","0","205","1,860","4,105","85","0","0","480","4,670","6,530"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","0","0","0","0","200","0","0","205","205"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","20","0","0","20","20"
"10007769","London Business School","10","0","1,090","0","0","1,105","0","0","0","0","0","0","1,105"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","215","0","0","215","215"
"10018361","City of London College","0","0","0","0","0","0","0","0","65","0","0","65","65"
"10007797","University of London (Institutes and activities)","15","0","40","0","0","55","0","0","0","0","0","0","55"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","15","0","0","0","5","25","25"
"10057951","London College of Creative Media Limited","0","0","0","0","0","0","60","0","0","0","30","90","90"
"10015506","The London College","0","0","0","0","0","0","115","0","375","0","0","490","490"
"10004048","London Metropolitan University","30","10","465","135","560","1,195","2,215","90","0","25","375","2,705","3,905"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","90","90","90"
"10004078","London South Bank University","25","0","860","85","1,035","2,000","2,775","85","255","0","575","3,690","5,690"
"10004063","London School of Economics and Political Science","170","5","4,375","0","40","4,595","1,510","0","0","0","0","1,510","6,105"
"10007771","London School of Hygiene and Tropical Medicine","65","0","560","0","230","855","0","0","0","0","0","0","855"
"10022285","London School of Management Education","0","0","0","0","0","0","0","0","60","0","85","145","145"
"10004075","London School of Theology","0","0","0","0","0","0","45","0","0","0","5","45","45"
"10004079","London Studio Centre","0","0","0","0","0","0","105","0","0","0","15","120","120"
"10000939","West London College","0","0","0","0","0","0","95","0","0","0","0","95","95"
"10008289","The London Institute of Banking & Finance","0","0","0","0","0","0","65","0","0","0","130","200","200"
"10004113","Loughborough University","275","0","1,700","50","165","2,190","3,110","0","0","0","150","3,260","5,450"
"10009612","Luther King House Educational Trust","0","0","0","0","0","0","15","0","0","0","10","25","25"
"10004180","The Manchester Metropolitan University","110","15","1,205","650","775","2,755","6,795","40","0","0","915","7,750","10,510"
"10007798","The University of Manchester","930","100","5,245","305","510","7,085","7,355","0","0","0","300","7,655","14,740"
"10009527","Istituto Marangoni Limited","0","0","0","0","0","0","175","0","0","0","5","175","175"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","15","0","0","0","0","15","15"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","0","0","15","0","0","0","5","20","20"
"10020416","Missio Dei","0","0","0","0","0","0","30","0","0","0","5","35","35"
"10030776","St Mellitus College","0","0","0","0","0","0","65","0","0","0","30","90","90"
"10004320","The Metanoia Institute","0","0","0","0","0","0","25","0","0","0","0","25","25"
"10004351","Middlesex University","100","10","990","115","560","1,785","3,970","75","0","0","1,375","5,420","7,205"
"10004365","Millennium Performing Arts Ltd","0","0","0","0","0","0","5","0","0","0","0","5","5"
"10004450","Mountview Academy of Theatre Arts","0","0","0","0","0","0","95","10","0","0","0","105","105"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0","65","0","370","0","0","435","435"
"10023454","Moorlands College","0","0","0","0","0","0","65","0","0","0","5","70","70"
"10000216","All Nations Christian College","0","0","0","0","0","0","10","0","0","0","10","20","20"
"10004538","Nazarene Theological College","0","0","0","0","0","0","15","0","0","0","5","20","20"
"10030129","Nelson College London Ltd","0","0","0","0","0","0","90","0","370","0","0","460","460"
"10007799","Newcastle University","425","220","2,715","150","430","3,935","4,610","0","0","0","220","4,830","8,760"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0","0","15","0","0","0","15","15"
"10048199","Northeastern University London","0","0","0","0","0","0","35","0","0","0","0","35","35"
"10008397","Norland College","0","0","0","0","0","0","65","0","0","0","0","65","65"
"10007138","The University of Northampton","25","0","540","115","330","1,010","2,740","230","95","5","170","3,235","4,245"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0","0","0","40","0","0","45","45"
"10004740","Northern College of Acupuncture","0","0","0","0","0","0","30","0","0","0","5","35","35"
"10001282","University of Northumbria at Newcastle","130","0","1,315","185","715","2,340","6,050","0","0","45","775","6,870","9,210"
"10004775","Norwich University of the Arts","0","0","35","0","20","55","580","0","0","0","65","640","695"
"10007154","University of Nottingham","815","80","2,385","230","705","4,215","6,575","0","0","0","380","6,955","11,170"
"10004797","The Nottingham Trent University","70","0","1,485","125","560","2,245","6,110","165","20","65","430","6,790","9,035"
"10010227","Oak Hill College","0","0","0","0","0","0","35","5","0","0","5","50","50"
"10007773","The Open University","95","10","1,260","0","695","2,065","12,400","585","0","0","2,200","15,180","17,245"
"10023445","ICOM","0","0","0","0","0","0","10","0","0","0","0","10","10"
"10004930","Oxford Brookes University","70","10","1,040","200","595","1,915","3,230","445","0","30","440","4,145","6,060"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","45","0","0","45","45"
"10007774","The University of Oxford","1,145","70","2,860","145","525","4,740","3,225","0","0","5","200","3,430","8,170"
"10006243","St Patrick's International College","0","0","0","0","0","0","0","0","385","0","0","385","385"
"10005127","Arts University Plymouth","0","0","0","0","0","0","285","0","0","0","20","305","305"
"10007801","University of Plymouth","145","15","670","115","415","1,355","4,870","270","20","95","465","5,720","7,080"
"10019178","Point Blank Music School","0","0","0","0","0","0","5","0","0","0","10","15","15"
"10007155","The University of Portsmouth","95","0","1,460","55","165","1,775","5,045","135","25","70","605","5,885","7,660"
