﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2014/15 
Search:,


"UKPRN","HE Provider","Aberdeenshire","Angus","Argyll and Bute","City of Aberdeen","City of Dundee","City of Edinburgh","City of Glasgow","Clackmannanshire","Dumfries and Galloway","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Highland","Inverclyde","Midlothian","Moray","North Ayrshire","North Lanarkshire","Orkney Islands","Perth and Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian","Western Isles (Eilean Siar)","Scotland (council area unknown)","Total Scotland","Total"
"10007783","The University of Aberdeen","1,485","275","105","1,900","170","760","270","45","110","50","115","170","120","70","490","465","60","65","270","65","70","30","225","100","155","50","75","140","155","30","135","70","20","8,310","10,065"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10007849","Abertay University","100","435","30","50","855","145","60","30","65","30","25","40","15","55","560","105","15","30","50","15","50","10","225","25","75","10","35","55","60","10","100","5","15","3,395","3,750"
"10007856","Aberystwyth University","5","0","5","5","0","5","5","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","8,460"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","190"
"10000291","Anglia Ruskin University","0","5","0","0","5","5","5","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","5","0","0","0","0","5","0","0","0","0","0","55","17,110"
"10000381","Arts Educational Schools","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","230"
"10007759","Aston University","5","0","5","0","5","5","5","0","0","0","0","0","5","0","5","10","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","75","8,540"
"10007857","Bangor University","5","0","0","5","0","5","10","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","8,475"
"10000571","Bath Spa University","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6,625"
"10007850","The University of Bath","10","0","5","10","0","25","15","0","5","0","5","0","0","0","5","5","0","0","0","0","0","0","10","5","5","0","5","5","0","0","0","0","5","125","11,060"
"10007152","University of Bedfordshire","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","12,295"
"10005343","Queen's University Belfast","5","0","0","5","0","20","10","0","5","5","5","0","5","0","5","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","5","90","21,265"
"10037544","BIMM University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","2,120"
