﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2017/18 
Search:,


"UKPRN","HE Provider","Aberdeenshire","Angus","Argyll and Bute","City of Aberdeen","City of Dundee","City of Edinburgh","City of Glasgow","Clackmannanshire","Dumfries and Galloway","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Highland","Inverclyde","Midlothian","Moray","North Ayrshire","North Lanarkshire","Orkney Islands","Perth and Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian","Western Isles (Eilean Siar)","Scotland (council area unknown)","Total Scotland","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"10007783","The University of Aberdeen","1,430","265","95","1,810","195","680","275","30","90","60","110","155","110","80","425","415","40","60","265","65","75","40","230","85","130","50","60","150","155","25","145","50","35","7,900","9,590"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10007849","Abertay University","110","395","25","45","835","175","65","25","45","25","30","30","20","50","560","95","25","25","30","35","45","10","225","30","55","10","35","60","50","15","70","10","10","3,265","3,420"
"10007856","Aberystwyth University","0","0","0","0","0","10","5","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","40","6,800"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","245"
"10000163","AECC University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","260"
"10000291","Anglia Ruskin University","5","0","0","10","0","10","15","0","5","0","0","0","0","0","5","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","75","20,415"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","15","3,690"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","260"
"10007759","Aston University","5","0","0","0","0","5","5","0","0","0","0","0","0","0","5","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","55","12,185"
"10007857","Bangor University","0","0","0","0","0","5","5","0","5","0","0","5","0","0","0","5","0","0","0","0","0","0","5","0","5","0","0","0","5","0","0","0","0","40","8,665"
"10000571","Bath Spa University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","20","7,425"
"10007850","The University of Bath","10","0","5","15","0","40","10","0","0","0","5","5","5","0","5","0","0","0","0","0","0","0","5","0","5","0","0","5","5","0","5","0","0","140","12,325"
"10007152","University of Bedfordshire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10,350"
"10005343","Queen's University Belfast","10","5","0","5","5","25","10","0","5","0","5","0","0","0","5","5","5","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","5","115","20,880"
