﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Antrim and Newtownabbey","Armagh, Banbridge and Craigavon","Belfast","Causeway Coast and Glens","Derry and Strabane","Fermanagh and Omagh","Lisburn and Castlereagh","Mid Ulster","Mid and East Antrim","North Down and Ards","Newry, Mourne and Down","Northern Ireland (district council area unknown)","Total Northern Ireland","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10007783","The University of Aberdeen","10","25","25","5","10","5","15","10","10","30","5","0","155","11,235"
"10007849","Abertay University","0","5","5","0","0","0","5","0","0","0","5","0","30","4,245"
"10007856","Aberystwyth University","5","10","10","5","5","0","5","5","5","5","10","0","60","7,070"
"10067853","ACM Guildford Limited","0","0","0","0","0","0","0","0","0","0","0","0","5","990"
"10000163","AECC University College","0","0","0","0","5","0","0","5","5","0","0","0","15","850"
"10032036","Amity Global Education","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10000291","Anglia Ruskin University","5","10","15","5","5","5","5","10","5","10","5","0","75","27,495"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","630"
"10062759","Applied Business Academy Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","2,355"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","5","20,655"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","5","305"
"10008899","The Ashridge (Bonar Law Memorial) Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","710"
"10003212","Hult International Business School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10007759","Aston University","0","5","5","0","5","0","0","0","0","0","5","0","20","14,505"
"10038772","British Academy of Jewellery Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","765"
"10007857","Bangor University","5","15","10","5","5","5","5","5","5","10","5","0","75","7,775"
"10000571","Bath Spa University","5","5","5","5","0","0","5","5","5","5","5","0","45","16,465"
"10007850","The University of Bath","5","15","25","10","5","5","20","5","5","10","10","0","110","14,395"
"10007152","University of Bedfordshire","0","0","0","0","5","0","5","5","0","0","5","0","15","8,275"
"10005343","Queen's University Belfast","1,460","2,230","3,215","1,010","1,180","1,005","1,775","1,405","1,320","1,455","1,915","15","17,980","19,800"
"10037544","BIMM University","5","0","5","0","5","0","5","5","5","0","5","0","35","6,465"
"10007760","Birkbeck College","0","0","0","0","0","0","0","0","0","0","0","0","5","8,485"
"10007140","Birmingham City University","10","10","15","0","5","0","10","0","5","10","5","0","75","26,260"
"10006840","The University of Birmingham","10","10","25","10","5","0","5","0","5","10","10","0","90","27,920"
"10000712","University College Birmingham","0","0","0","5","5","0","0","0","0","0","0","0","15","4,165"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","5","2,770"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","5","2,060"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","440"
"10006841","The University of Bolton","0","5","5","0","5","0","0","0","5","5","5","0","30","9,175"
"10000385","The Arts University Bournemouth","5","5","5","0","0","5","5","0","0","5","0","0","30","3,310"
"10000824","Bournemouth University","0","10","5","5","0","0","5","5","0","10","0","0","45","15,130"
"10031982","BPP University","0","0","15","5","5","0","10","5","5","0","0","0","50","8,300"
"10007785","The University of Bradford","0","5","5","0","0","5","5","0","0","0","0","0","20","8,360"
"10000886","The University of Brighton","15","10","15","10","5","10","15","15","5","15","10","0","115","15,135"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","420"
"10007786","The University of Bristol","5","20","40","10","10","10","15","5","10","20","15","0","165","22,275"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","900"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","145"
"10000961","Brunel University London","0","0","5","0","0","0","5","0","0","0","0","0","20","10,235"
"10000975","Buckinghamshire New University","0","0","5","0","5","0","5","5","0","5","0","0","25","20,365"
"10007787","The University of Buckingham","0","0","0","0","0","0","5","0","0","0","0","0","10","2,530"
"10019368","London College of Business Studies","0","0","0","0","0","0","0","0","0","0","0","0","0","245"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10007788","The University of Cambridge","5","15","45","5","10","5","20","5","5","25","15","0","155","15,665"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","125"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","330"
"10001143","Canterbury Christ Church University","0","5","5","0","0","0","0","0","0","0","0","0","25","30,890"
"10007814","Cardiff University","20","20","45","15","15","15","30","10","10","30","15","0","235","26,325"
"10007854","Cardiff Metropolitan University","5","5","5","0","5","0","5","5","0","5","0","0","35","10,100"
"10057213","CEG UFP Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
