﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2019/20 
Search:,


"UKPRN","HE Provider","Albania","Andorra","Armenia","Azerbaijan","Belarus","Bosnia and Herzegovina","Cyprus (Non-European Union)","Faroe Islands","Georgia","Iceland","Kosovo","Liechtenstein","Moldova","Monaco","Montenegro","North Macedonia","Norway","Russia","San Marino","Serbia","Svalbard and Jan Mayen","Switzerland","Turkey","Ukraine","Vatican City","Europe not otherwise specified","Total Other Europe","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","25","0","0","0","15","35","5","0","0","90","740"
"10007783","The University of Aberdeen","0","0","0","15","0","0","0","10","0","0","0","0","0","0","0","0","40","10","0","5","0","40","20","0","0","0","140","5,150"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","605"
"10007856","Aberystwyth University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","85","5","0","0","0","10","10","0","0","0","115","1,395"
"10067853","ACM Guildford Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","55"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10000163","AECC University College","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","85","0","0","0","0","5","0","0","0","0","105","270"
"10032036","Amity Global Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10000291","Anglia Ruskin University","10","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","15","25","0","0","0","5","45","10","0","0","130","4,675"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","25"
"10003212","Hult International Business School Ltd","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","70","45","0","0","0","0","10","5","0","0","150","1,515"
"10007759","Aston University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15","0","0","0","15","10","5","0","0","55","2,570"
