﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Aberdeenshire","Angus","Argyll and Bute","City of Aberdeen","City of Dundee","City of Edinburgh","City of Glasgow","Clackmannanshire","Dumfries and Galloway","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Highland","Inverclyde","Midlothian","Moray","North Ayrshire","North Lanarkshire","Orkney Islands","Perth and Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian","Western Isles (Eilean Siar)","Scotland (council area unknown)","Total Scotland","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10007783","The University of Aberdeen","1,745","270","85","2,120","220","860","440","65","105","50","120","175","145","120","445","480","45","90","300","70","165","45","290","120","150","75","80","195","190","30","170","35","5","9,505","11,780"
"10007849","Abertay University","150","430","25","90","965","260","140","30","50","30","30","75","25","70","670","120","15","35","40","25","45","5","300","40","50","15","45","60","60","15","85","10","0","4,000","4,420"
"10007856","Aberystwyth University","0","0","0","0","0","10","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","7,110"
"10067853","ACM Guildford Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","930"
"10000163","AECC University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1,135"
"10032036","Amity Global Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10030497","Anglo Skills College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10000291","Anglia Ruskin University","5","0","0","10","0","15","10","0","0","5","0","0","0","5","0","5","0","0","0","0","5","0","5","5","0","0","0","0","0","0","0","0","0","75","28,050"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","820"
"10005451","Arden University","0","0","0","0","0","5","5","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","30","28,665"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","295"
"10008899","The Ashridge (Bonar Law Memorial) Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","675"
"10003212","Hult International Business School Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10007759","Aston University","0","0","0","5","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","14,185"
"10038772","British Academy of Jewellery Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,255"
"10007857","Bangor University","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","0","0","45","7,865"
"10000571","Bath Spa University","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","23,495"
"10007850","The University of Bath","5","0","0","10","0","45","20","0","0","0","0","5","5","0","5","0","0","0","0","0","0","0","15","0","5","0","0","0","5","0","5","0","0","150","14,840"
"10007152","University of Bedfordshire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","7,365"
"10005343","Queen's University Belfast","5","5","5","10","0","30","15","0","5","0","5","5","5","0","5","5","0","5","0","0","5","0","0","5","0","0","5","5","5","0","5","0","0","140","19,290"
"10037544","BIMM University","5","0","5","0","0","10","10","0","0","5","0","5","0","5","5","5","0","5","0","0","5","0","5","5","0","0","5","0","0","0","5","0","0","90","6,570"
"10007810","Birmingham Christian College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
