﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Aberdeenshire","Angus","Argyll and Bute","City of Aberdeen","City of Dundee","City of Edinburgh","City of Glasgow","Clackmannanshire","Dumfries and Galloway","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Highland","Inverclyde","Midlothian","Moray","North Ayrshire","North Lanarkshire","Orkney Islands","Perth and Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian","Western Isles (Eilean Siar)","Scotland (council area unknown)","Total Scotland","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10007783","The University of Aberdeen","1,375","255","90","1,835","190","745","270","45","110","45","120","160","120","75","445","455","50","65","280","70","65","30","240","100","150","60","75","130","160","25","125","50","15","8,025","9,775"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007849","Abertay University","95","415","25","50","835","150","55","30","65","25","30","35","10","45","540","90","20","30","40","25","45","10","220","20","65","5","30","55","55","15","85","10","15","3,245","3,505"
"10007856","Aberystwyth University","0","0","5","5","0","10","5","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","7,565"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","180"
"10000291","Anglia Ruskin University","0","5","0","0","0","10","5","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","45","17,955"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1,825"
"10000381","Arts Educational Schools","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","230"
"10007759","Aston University","5","0","5","5","0","5","5","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","10","0","0","5","0","0","5","0","0","0","0","75","10,115"
"10007857","Bangor University","5","0","0","0","5","5","10","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","50","8,415"
"10000571","Bath Spa University","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","15","6,835"
"10007850","The University of Bath","10","0","5","10","0","30","10","0","5","0","5","0","0","0","5","0","0","0","0","0","0","0","5","5","5","0","5","5","5","0","0","0","0","120","11,455"
"10007152","University of Bedfordshire","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","11,800"
"10005343","Queen's University Belfast","5","0","0","5","5","25","15","0","5","0","5","5","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","5","5","0","0","0","5","105","21,065"
"10037544","BIMM University","0","0","0","5","0","5","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","45","3,765"
"10007760","Birkbeck College","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","10,975"
"10007140","Birmingham City University","5","0","0","10","0","10","10","0","5","0","5","0","0","0","10","0","0","0","0","5","10","0","5","5","0","0","5","5","0","0","5","0","0","95","21,240"
"10006840","The University of Birmingham","10","5","5","10","10","30","20","0","5","0","5","5","5","0","10","20","5","5","0","5","5","0","5","5","0","0","5","10","5","5","5","0","5","210","26,110"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3,790"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,795"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,230"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,305"
"10006841","The University of Bolton","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5,815"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2,765"
"10000824","Bournemouth University","5","0","5","5","0","10","5","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","16,390"
"10031982","BPP University","0","0","0","5","0","15","5","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","4,430"
"10007785","The University of Bradford","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","35","9,575"
