﻿Title:,"Table 8 - HE academic staff by HE provider and highest qualification held"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 8
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-8.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE Provider","Doctorate","Other higher degree","Other postgraduate qualification","First degree","Other undergraduate qualification","Other","Unknown","Total academic staff"
"10007783","The University of Aberdeen","995","195","110","170","30","15","25","1,545"
"10007849","Abertay University","90","30","20","55","5","5","5","210"
"10007856","Aberystwyth University","425","65","80","80","20","20","5","695"
"10067853","ACM Guildford Limited","10","10","25","40","15","10","0","110"
"10000163","AECC University College","15","0","30","5","0","0","0","55"
"10000291","Anglia Ruskin University","465","225","60","60","10","10","0","830"
"10005451","Arden University","30","45","0","5","0","0","0","85"
"10007759","Aston University","710","105","55","40","10","5","0","930"
"10038772","British Academy of Jewellery Limited","0","0","10","0","0","0","0","15"
"10007857","Bangor University","515","255","80","120","15","5","0","995"
"10000571","Bath Spa University","230","185","80","70","10","5","30","610"
"10007850","The University of Bath","1,095","75","95","70","5","10","205","1,550"
"10007152","University of Bedfordshire","210","140","95","50","15","0","25","530"
"10005343","Queen's University Belfast","1,555","245","25","185","0","0","5","2,020"
"10037544","BIMM University","25","110","160","140","70","45","90","645"
"10007760","Birkbeck College","640","290","20","50","10","0","60","1,075"
"10007140","Birmingham City University","450","540","380","270","45","60","230","1,985"
"10006840","The University of Birmingham","2,455","515","180","310","35","45","340","3,880"
"10000712","University College Birmingham","15","90","50","50","40","15","0","265"
"10007832","Birmingham Newman University","50","35","15","15","5","0","0","130"
"10007811","Bishop Grosseteste University","65","30","15","5","0","0","0","120"
"10004061","Bloomsbury Institute","0","5","0","0","0","0","0","5"
"10006841","The University of Bolton","130","135","75","70","10","5","0","425"
"10000385","The Arts University Bournemouth","40","170","25","110","15","10","0","370"
"10000824","Bournemouth University","570","160","70","75","25","20","0","920"
"10007785","The University of Bradford","320","130","15","45","15","5","15","540"
"10000886","The University of Brighton","685","375","175","130","15","5","40","1,420"
"10000936","The University College of Osteopathy","5","10","25","20","10","0","5","80"
"10007786","The University of Bristol","2,515","380","125","155","10","10","250","3,450"
"10000961","Brunel University London","725","230","50","90","25","10","30","1,160"
"10000975","Buckinghamshire New University","95","180","70","60","25","5","10","445"
"10007788","The University of Cambridge","4,685","650","180","275","30","20","315","6,160"
"10003324","The Institute of Cancer Research","385","75","105","105","15","10","0","695"
"10001143","Canterbury Christ Church University","295","175","125","125","10","10","0","740"
"10007814","Cardiff University","2,295","515","165","205","30","40","135","3,380"
"10007854","Cardiff Metropolitan University","295","225","80","125","5","10","0","740"
"10007141","The University of Central Lancashire","435","360","120","185","5","20","465","1,595"
"10024024","Central Film School London","0","0","0","0","0","0","0","5"
"10007848","University of Chester","365","205","55","20","5","0","0","655"
"10007137","The University of Chichester","130","130","90","70","35","20","0","475"
"10001386","Chicken Shed Theatre Company","0","0","0","20","0","5","0","25"
"10001478","City, University of London","1,050","800","320","205","60","40","45","2,515"
"10007912","Cliff College","5","0","0","0","0","0","0","10"
"10066502","The College of Health Ltd","0","0","0","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","5","25","45","40","15","15","10","160"
"10007761","Courtauld Institute of Art","45","0","25","0","0","0","0","70"
"10034324","Court Theatre Training Company Ltd","0","5","5","0","5","0","0","10"
"10001726","Coventry University","1,300","440","605","330","75","80","0","2,835"
"10007822","Cranfield University","450","70","105","40","5","15","5","695"
"10006427","University for the Creative Arts","65","115","100","80","15","15","15","400"
"10007842","University of Cumbria","110","175","85","85","5","5","0","465"
"10001883","De Montfort University","665","415","250","175","35","20","90","1,650"
"10007851","University of Derby","445","460","250","135","50","25","30","1,400"
"10007852","The University of Dundee","935","250","45","175","20","30","20","1,465"
"10007143","University of Durham","1,470","430","30","200","15","20","15","2,175"
"10007789","The University of East Anglia","1,125","350","130","180","10","15","30","1,840"
"10007144","The University of East London","325","215","135","75","15","5","40","815"
"10032282","The Queen's Foundation for Ecumenical Theological Education","10","0","0","0","0","0","0","10"
"10007823","Edge Hill University","350","270","150","100","10","0","30","905"
"10007772","Edinburgh Napier University","440","120","120","80","10","10","10","785"
"10007790","The University of Edinburgh","2,565","590","1,150","795","150","125","2,355","7,730"
"10042570","Escape Studios","5","15","10","5","0","0","0","35"
"10007791","The University of Essex","775","345","85","35","15","10","150","1,415"
"10008173","University College of Estate Management","20","40","30","10","0","0","0","100"
