﻿Title:,"Table 7 - HE academic staff by HE provider and employment conditions"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 7
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-7.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Activity standard occupational classification,All 
,Academic year,2020/21 
Search:,


"UKPRN","HE provider","Teaching only","Research only","Both teaching and research","Neither teaching nor research","Total academic staff"
"10007783","The University of Aberdeen","485","395","665","0","1,545"
"10007849","Abertay University","35","15","150","5","210"
"10007856","Aberystwyth University","270","140","285","0","695"
"10067853","ACM Guildford Limited","105","0","0","5","110"
"10000163","AECC University College","0","0","50","0","55"
"10000291","Anglia Ruskin University","160","25","645","5","830"
"10005451","Arden University","65","0","0","20","85"
"10007759","Aston University","300","205","420","0","930"
"10038772","British Academy of Jewellery Limited","15","0","0","0","15"
"10007857","Bangor University","490","220","265","20","995"
"10000571","Bath Spa University","190","10","405","5","610"
"10007850","The University of Bath","430","340","770","10","1,550"
"10007152","University of Bedfordshire","80","45","385","15","530"
"10005343","Queen's University Belfast","325","715","975","0","2,020"
"10037544","BIMM University","625","0","0","20","645"
"10007760","Birkbeck College","535","120","415","0","1,075"
"10007140","Birmingham City University","740","50","1,190","5","1,985"
"10006840","The University of Birmingham","855","1,405","1,610","10","3,880"
"10000712","University College Birmingham","265","0","0","0","265"
"10007832","Birmingham Newman University","0","0","120","10","130"
"10007811","Bishop Grosseteste University","5","10","100","5","120"
"10004061","Bloomsbury Institute","5","0","0","0","5"
"10006841","The University of Bolton","35","5","375","10","425"
"10000385","The Arts University Bournemouth","225","5","135","5","370"
"10000824","Bournemouth University","185","60","675","5","920"
"10007785","The University of Bradford","30","40","465","5","540"
"10000886","The University of Brighton","130","140","1,145","0","1,420"
"10000936","The University College of Osteopathy","65","0","5","5","80"
"10007786","The University of Bristol","640","1,405","1,380","20","3,450"
"10000961","Brunel University London","365","165","630","0","1,160"
"10000975","Buckinghamshire New University","180","5","255","0","445"
"10007788","The University of Cambridge","285","4,215","1,660","0","6,160"
"10003324","The Institute of Cancer Research","0","615","80","0","695"
"10001143","Canterbury Christ Church University","5","35","670","30","740"
"10007814","Cardiff University","1,015","1,055","1,310","0","3,380"
"10007854","Cardiff Metropolitan University","230","15","490","5","740"
"10007141","The University of Central Lancashire","150","95","1,350","0","1,595"
"10024024","Central Film School London","0","0","0","0","5"
"10007848","University of Chester","0","25","625","0","655"
"10007137","The University of Chichester","220","10","245","0","475"
"10001386","Chicken Shed Theatre Company","25","0","5","0","25"
"10001478","City, University of London","1,690","150","670","0","2,515"
"10007912","Cliff College","0","0","10","0","10"
"10066502","The College of Health Ltd","0","0","0","0","0"
"10001653","Conservatoire for Dance and Drama","150","0","5","5","160"
"10007761","Courtauld Institute of Art","35","5","35","0","70"
"10034324","Court Theatre Training Company Ltd","10","0","0","0","10"
"10001726","Coventry University","845","0","1,985","5","2,835"
"10007822","Cranfield University","95","255","340","5","695"
"10006427","University for the Creative Arts","130","0","260","15","400"
"10007842","University of Cumbria","20","5","425","20","465"
"10001883","De Montfort University","445","10","1,195","0","1,650"
"10007851","University of Derby","485","10","895","10","1,400"
"10007852","The University of Dundee","400","575","475","20","1,465"
"10007143","University of Durham","665","420","1,075","20","2,175"
"10007789","The University of East Anglia","705","390","740","0","1,840"
"10007144","The University of East London","205","30","580","0","815"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","10","0","10"
"10007823","Edge Hill University","320","15","575","0","905"
"10007772","Edinburgh Napier University","205","60","525","0","785"
"10007790","The University of Edinburgh","3,290","2,120","2,315","5","7,730"
"10042570","Escape Studios","15","0","15","5","35"
"10007791","The University of Essex","605","120","685","0","1,415"
"10008173","University College of Estate Management","85","0","0","20","100"
"10007792","The University of Exeter","1,150","965","1,235","0","3,350"
"10008640","Falmouth University","95","5","240","0","345"
"10004511","The National Film and Television School","35","5","0","30","70"
"10022087","Futureworks","20","0","0","0","25"
"10007762","Glasgow Caledonian University","35","95","620","5","755"
"10002681","Glasgow School of Art","0","15","195","10","220"
