﻿Title:,"Table 16 - HE qualifiers by HE provider and level of qualification obtained"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 16
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-16.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE provider","Doctorate research","Other postgraduate research","Master's taught","Postgraduate Certificate in Education","Other postgraduate taught","Total postgraduate","First degree","Foundation degree","HNC/HND","Professional Graduate Certificate in Education","Other undergraduate","Total undergraduate","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","85","0","0","0","0","85","85"
"10007783","The University of Aberdeen","230","20","1,090","300","385","2,025","2,440","0","0","0","200","2,640","4,660"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","10","0","0","10","10"
"10007849","Abertay University","25","0","75","0","40","140","910","0","0","0","165","1,070","1,210"
"10007856","Aberystwyth University","100","20","355","50","90","615","1,830","30","5","0","235","2,105","2,720"
"10000080","Access to Music Limited","0","0","0","0","0","0","20","0","0","0","0","20","20"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","60","15","0","0","0","70","70"
"10000291","Anglia Ruskin University","50","5","980","0","385","1,425","4,250","335","50","0","640","5,275","6,700"
"10041898","Apex College","0","0","0","0","0","0","0","0","35","0","0","35","35"
"10005451","Arden University","0","0","0","0","0","0","90","0","45","0","10","145","145"
"10000381","Arts Educational Schools","0","0","0","0","0","0","85","0","0","0","0","85","85"
"10007759","Aston University","85","5","945","0","215","1,255","1,970","55","0","0","115","2,140","3,395"
"10007857","Bangor University","155","30","1,045","190","105","1,520","2,040","10","5","0","110","2,170","3,690"
"10000571","Bath Spa University","5","0","350","440","155","950","1,510","160","0","10","180","1,860","2,810"
"10007850","The University of Bath","255","10","1,330","0","255","1,845","2,445","70","0","0","115","2,630","4,475"
"10007152","University of Bedfordshire","55","20","950","85","610","1,710","2,655","70","30","155","790","3,695","5,410"
"10005343","Queen's University Belfast","335","40","1,040","135","810","2,360","4,105","35","0","0","715","4,850","7,210"
"10037544","BIMM University","0","0","0","0","0","0","740","10","0","0","0","750","750"
"10007760","Birkbeck College","100","15","1,250","0","175","1,545","1,025","65","0","0","785","1,875","3,415"
"10007140","Birmingham City University","25","0","1,045","395","1,010","2,480","4,930","90","200","30","1,735","6,990","9,470"
