﻿Title:,"Table 1 - HE student enrolments by HE provider"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Entrant marker,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","England","Scotland","Wales","Northern Ireland","Other UK","Total UK","European Union","Non-European Union","Total Non-UK","Not known","Total"
"10008071","AA School of Architecture","85","0","5","0","0","90","120","620","740","0","830"
"10007783","The University of Aberdeen","1,525","8,285","50","170","5","10,040","2,600","2,545","5,150","0","15,185"
"10007849","Abertay University","155","3,495","5","20","0","3,675","490","115","605","0","4,280"
"10007856","Aberystwyth University","3,470","35","2,720","80","20","6,320","905","495","1,395","0","7,720"
"10067853","ACM Guildford Limited","920","5","20","5","5","955","45","10","55","0","1,010"
"10000248","Academy of Live and Recorded Arts","235","5","5","0","0","245","10","5","20","0","260"
"10000163","AECC University College","415","0","15","5","5","445","135","135","270","0","715"
"10032036","Amity Global Education","50","0","0","0","0","50","0","10","10","0","60"
"10000291","Anglia Ruskin University","21,815","75","80","60","10","22,040","1,995","2,680","4,675","0","26,715"
"10041898","Apex College","105","0","0","0","0","105","0","0","0","0","105"
"10005451","Arden University","6,135","15","60","5","0","6,220","5","20","25","0","6,245"
"10000381","Arts Educational Schools","220","10","10","5","0","245","20","5","25","0","275"
"10003212","Hult International Business School Ltd","65","0","0","0","0","65","795","715","1,515","0","1,575"
"10007759","Aston University","12,775","35","190","25","5","13,025","510","2,060","2,570","0","15,595"
"10007857","Bangor University","3,700","35","3,860","85","30","7,710","490","1,750","2,235","0","9,945"
"10000571","Bath Spa University","7,405","25","580","50","20","8,080","250","310","560","0","8,640"
"10007850","The University of Bath","11,980","125","830","125","85","13,140","1,755","3,665","5,420","0","18,560"
"10007152","University of Bedfordshire","11,165","20","30","25","10","11,250","2,130","3,395","5,525","0","16,775"
"10005343","Queen's University Belfast","1,385","125","70","19,115","20","20,715","1,060","3,145","4,205","0","24,915"
"10037544","BIMM University","4,085","40","185","30","30","4,370","745","175","925","0","5,295"
"10007760","Birkbeck College","9,925","25","35","15","5","10,000","675","750","1,425","0","11,425"
"10007140","Birmingham City University","22,370","80","340","95","20","22,905","750","3,270","4,025","0","26,930"
"10006840","The University of Birmingham","24,550","115","910","80","80","25,735","1,495","8,530","10,025","0","35,760"
"10000712","University College Birmingham","3,285","5","50","10","5","3,355","1,015","560","1,575","0","4,930"
"10007832","Birmingham Newman University","2,755","0","15","5","0","2,775","15","0","20","0","2,795"
"10000894","Bristol Baptist College","50","0","5","0","0","50","0","0","5","0","55"
"10007811","Bishop Grosseteste University","2,245","0","10","5","0","2,260","5","15","20","0","2,280"
"10004061","Bloomsbury Institute","1,260","0","0","0","0","1,265","25","5","30","0","1,290"
"10006841","The University of Bolton","7,205","25","75","20","0","7,325","225","630","850","0","8,175"
"10000385","The Arts University Bournemouth","2,695","10","65","20","60","2,855","250","340","590","0","3,445"
"10000824","Bournemouth University","14,440","40","165","40","80","14,765","730","1,900","2,630","0","17,390"
"10031982","BPP University","7,315","90","85","30","25","7,540","345","4,270","4,620","0","12,160"
"10007785","The University of Bradford","8,065","30","40","25","5","8,165","345","1,260","1,605","0","9,770"
"10000886","The University of Brighton","16,035","50","155","95","125","16,465","900","1,625","2,525","0","18,985"
"10000936","The University College of Osteopathy","415","0","0","0","0","420","20","25","45","0","465"
"10007786","The University of Bristol","18,445","215","1,300","190","65","20,210","1,355","5,805","7,165","0","27,375"
"10023464","Trinity College Bristol","150","0","5","0","0","155","0","0","0","0","155"
"10000961","Brunel University London","10,770","25","115","10","20","10,940","885","3,760","4,645","0","15,585"
"10000975","Buckinghamshire New University","12,980","40","95","45","10","13,175","785","115","900","0","14,075"
"10007787","The University of Buckingham","2,160","20","25","5","5","2,215","115","770","890","0","3,100"
"10022021","UK College of Business and Computing","15","0","0","0","0","15","0","0","0","0","15"
"10019368","London College of Business Studies","85","0","0","0","0","85","0","0","0","0","85"
"10010308","Cambridge Arts and Sciences Limited","40","0","0","0","0","45","20","130","150","0","195"
"10007788","The University of Cambridge","12,965","305","325","180","10","13,790","2,645","4,905","7,550","0","21,340"
"10032072","The Cambridge Theological Federation","135","0","0","0","0","135","5","5","5","0","140"
"10003324","The Institute of Cancer Research","240","0","0","0","0","245","20","20","35","0","280"
"10001143","Canterbury Christ Church University","12,605","15","30","35","20","12,700","435","200","640","0","13,340"
"10007814","Cardiff University","13,645","75","10,800","195","70","24,785","1,285","7,190","8,475","0","33,260"
"10007854","Cardiff Metropolitan University","3,150","30","5,775","35","15","9,010","230","1,675","1,905","5","10,920"
"10007141","The University of Central Lancashire","20,030","150","220","175","30","20,605","640","3,470","4,115","0","24,715"
"10024024","Central Film School London","5","0","0","0","10","15","30","25","55","0","75"
"10007848","University of Chester","10,380","50","1,765","135","70","12,400","175","970","1,145","0","13,545"
"10007137","The University of Chichester","5,165","25","70","15","35","5,310","105","130","235","0","5,545"
"10001386","Chicken Shed Theatre Company","95","0","0","0","0","95","0","0","0","0","95"
"10001546","The College of Integrated Chinese Medicine","160","0","5","0","0","165","0","0","0","0","170"
"10001419","Christie's Education Limited","30","0","0","0","0","35","20","30","55","0","85"
"10026921","Christ the Redeemer College","80","0","0","0","0","80","0","0","0","0","80"
"10010213","The City College","135","0","0","0","0","135","0","0","0","0","135"
"10001478","City, University of London","12,605","40","60","40","10","12,760","1,895","5,320","7,215","0","19,975"
"10007912","Cliff College","130","5","5","0","0","140","0","5","5","0","140"
"10001653","Conservatoire for Dance and Drama","620","20","25","0","0","670","145","185","330","0","1,000"
"10007761","Courtauld Institute of Art","290","0","5","0","0","300","105","140","245","0","545"
"10034324","Court Theatre Training Company Ltd","35","0","0","0","0","40","5","0","5","0","45"
"10001726","Coventry University","24,615","35","260","65","15","24,985","3,820","9,625","13,445","0","38,430"
"10007822","Cranfield University","2,530","60","70","10","10","2,680","680","1,465","2,145","0","4,825"
"10006427","University for the Creative Arts","4,890","65","115","35","10","5,110","445","1,205","1,655","0","6,765"
"10007842","University of Cumbria","7,065","205","70","285","20","7,640","160","145","300","0","7,945"
"10001883","De Montfort University","21,670","45","210","70","70","22,060","1,610","5,385","6,995","35","29,095"
"10007851","University of Derby","17,265","125","225","110","10","17,735","935","1,015","1,950","0","19,685"
"10007852","The University of Dundee","1,750","10,745","55","700","20","13,270","955","2,045","3,000","0","16,270"
