﻿Title:,"Table 11 - HE staff FTE by HE provider and cost centre"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 11
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-11.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (including atypical) 
,Academic year,2023/24 
Search:,


"UKPRN","HE Provider","Medicine, dentistry & health","Agriculture, forestry & veterinary science","Biological, mathematical & physical sciences","Engineering & technology","Architecture & planning","Administration & business studies","Social studies","Humanities & language based studies & archaeology","Design, creative & performing arts","Education","Total academic services","Central administration & services, staff and student facilities","Premises","Residences & catering","Total all cost centres"
"10007783","The University of Aberdeen","620","0","360","175","0","90","200","165","25","65","325","445","215","80","2,765"
"10007849","Abertay University","35","15","20","75","0","20","20","0","25","15","30","140","35","5","430"
"10007856","Aberystwyth University","40","65","245","55","0","35","110","70","45","60","65","465","40","120","1,415"
"10067853","ACM Guildford Limited*","","","","","","","","","","","","","","",""
"10000163","AECC University College*","","","","","","","","","","","","","","",""
"10032036","Amity Global Education*","","","","","","","","","","","","","","",""
"10000291","Anglia Ruskin University","540","15","135","120","50","200","240","40","105","125","45","835","75","40","2,565"
"10005451","Arden University*","","","","","","","","","","","","","","",""
"10007759","Aston University","240","0","140","380","45","325","50","45","0","0","45","565","135","35","2,010"
"10038772","British Academy of Jewellery Limited*","","","","","","","","","","","","","","",""
"10007857","Bangor University","285","45","235","65","0","65","50","75","10","100","145","370","150","40","1,640"
"10000571","Bath Spa University","30","0","20","15","5","65","80","50","155","95","65","375","105","15","1,080"
"10007850","The University of Bath","285","0","465","400","100","275","185","30","0","110","310","790","255","195","3,410"
"10007152","University of Bedfordshire","165","0","25","55","5","185","90","25","25","85","180","310","20","0","1,175"
"10005343","Queen's University Belfast","1,155","0","445","450","50","190","295","200","70","65","460","815","200","120","4,510"
"10037544","BIMM University*","","","","","","","","","","","","","","",""
"10007760","Birkbeck College","95","0","70","40","0","55","115","100","25","5","55","425","80","5","1,060"
"10007140","Birmingham City University*","","","","","","","","","","","","","","",""
"10006840","The University of Birmingham*","","","","","","","","","","","","","","",""
"10000712","University College Birmingham","100","0","0","30","20","170","0","0","20","20","185","85","30","35","695"
"10007832","Birmingham Newman University","55","0","0","0","0","5","15","15","0","70","80","60","5","15","320"
"10007811","Bishop Grosseteste University","15","0","0","0","0","10","0","15","5","65","40","95","15","15","270"
"10004061","Bloomsbury Institute*","","","","","","","","","","","","","","",""
"10006841","The University of Bolton*","","","","","","","","","","","","","","",""
"10000385","The Arts University Bournemouth","0","0","0","0","10","5","90","0","185","0","65","100","15","0","470"
"10000824","Bournemouth University","240","0","55","150","0","175","190","40","20","25","270","425","70","25","1,690"
"10007785","The University of Bradford","310","0","95","100","0","95","85","30","0","0","80","640","120","0","1,560"
"10000886","The University of Brighton","395","0","85","85","55","75","160","45","125","135","165","490","170","45","2,030"
"10000936","The University College of Osteopathy*","","","","","","","","","","","","","","",""
"10007786","The University of Bristol","1,445","185","1,140","755","0","290","695","495","95","105","420","1,955","630","20","8,235"
"10000961","Brunel University London","225","0","120","415","0","145","235","50","30","65","595","325","70","85","2,365"
"10000975","Buckinghamshire New University*","","","","","","","","","","","","","","",""
"10007788","The University of Cambridge","3,345","245","2,280","1,200","115","350","530","725","30","455","1,005","1,660","315","25","12,275"
"10003324","The Institute of Cancer Research","310","0","540","0","0","0","0","0","0","0","100","145","45","0","1,130"
"10001143","Canterbury Christ Church University","315","0","35","45","0","65","140","40","25","140","340","410","115","105","1,770"
"10007814","Cardiff University","1,620","0","815","450","125","255","600","435","35","95","935","675","210","185","6,435"
"10086359","Caspian School of Academics*","","","","","","","","","","","","","","",""
"10007854","Cardiff Metropolitan University","100","55","35","75","0","170","35","5","125","310","260","290","45","55","1,565"
"10001264","Central School of Ballet*","","","","","","","","","","","","","","",""
"10007141","The University of Central Lancashire","590","25","100","130","30","145","240","65","70","115","660","485","240","10","2,910"
"10024024","Central Film School London*","","","","","","","","","","","","","","",""
"10007848","University of Chester","240","0","125","45","0","90","100","65","55","110","255","385","80","45","1,600"
"10007137","The University of Chichester*","","","","","","","","","","","","","","",""
"10001386","Chicken Shed Theatre Company*","","","","","","","","","","","","","","",""
"10001478","City, University of London","375","0","25","225","0","400","360","30","35","5","310","580","115","0","2,460"
"10007912","Cliff College*","","","","","","","","","","","","","","",""
"10066502","The College of Health Ltd*","","","","","","","","","","","","","","",""
"10007761","Courtauld Institute of Art*","","","","","","","","","","","","","","",""
"10034324","Court Theatre Training Company Ltd*","","","","","","","","","","","","","","",""
"10001726","Coventry University","500","10","100","380","35","525","315","80","155","250","130","1,560","140","45","4,220"
"10007822","Cranfield University","0","110","60","660","0","155","10","0","0","10","0","575","70","20","1,660"
"10006427","University for the Creative Arts*","","","","","","","","","","","","","","",""
"10007842","University of Cumbria","240","15","15","5","0","65","25","0","20","75","195","175","45","10","880"
"10015688","David Game College Ltd*","","","","","","","","","","","","","","",""
"10001883","De Montfort University","315","0","75","260","45","280","190","35","170","40","315","565","165","15","2,465"
"10007851","University of Derby","325","0","85","145","10","145","140","35","60","160","135","685","115","5","2,055"
"10007852","The University of Dundee","730","0","785","190","25","120","120","55","170","70","290","560","160","10","3,280"
"10007143","University of Durham","105","0","775","230","0","120","550","540","25","160","350","1,105","125","760","4,850"
"10007789","The University of East Anglia","620","10","460","90","0","125","225","155","35","60","250","945","210","125","3,310"
"10007144","The University of East London","175","0","50","100","35","125","120","0","75","100","125","775","30","10","1,715"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","","","","","","","","","","","","","","",""
"10007823","Edge Hill University*","","","","","","","","","","","","","","",""
"10007772","Edinburgh Napier University","160","5","65","200","85","170","70","20","90","40","20","620","90","40","1,685"
"10007790","The University of Edinburgh","2,180","780","1,985","970","70","290","720","740","385","480","705","1,880","885","615","12,685"
"10042570","Escape Studios*","","","","","","","","","","","","","","",""
"10007791","The University of Essex","345","0","220","170","0","245","410","155","80","0","190","795","90","0","2,705"
"10008173","University College of Estate Management*","","","","","","","","","","","","","","",""
"10007792","The University of Exeter","835","0","565","320","0","295","535","395","25","90","1,200","1,460","255","175","6,145"
"10008640","Falmouth University*","","","","","","","","","","","","","","",""
"10004511","The National Film and Television School*","","","","","","","","","","","","","","",""
"10022087","Futureworks*","","","","","","","","","","","","","","",""
"10007762","Glasgow Caledonian University","310","0","55","125","60","210","75","5","20","0","310","330","65","0","1,570"
"10002681","Glasgow School of Art","0","0","0","0","15","0","0","0","150","10","15","240","60","0","490"
"10007794","The University of Glasgow","1,300","315","1,125","720","50","320","535","440","95","260","240","2,140","310","45","7,890"
"10007145","University of Gloucestershire*","","","","","","","","","","","","","","",""
"10002718","Goldsmiths College","90","0","0","85","0","55","185","60","260","45","140","315","135","0","1,375"
"10007146","The University of Greenwich","260","95","130","215","65","285","145","45","15","80","0","970","0","0","2,310"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","305","0","5","5","5","0","320"
"10040812","Harper Adams University*","","","","","","","","","","","","","","",""
"10080811","Hartpury University","0","120","0","0","0","0","0","0","0","80","20","40","10","25","295"
"10007764","Heriot-Watt University","35","0","375","350","55","180","20","45","35","10","35","810","60","165","2,175"
"10007147","University of Hertfordshire","450","25","150","330","5","335","190","40","100","75","595","695","45","20","3,060"
"10007148","The University of Huddersfield*","","","","","","","","","","","","","","",""
"10007149","The University of Hull","320","0","140","120","0","105","140","45","40","95","65","785","115","45","2,020"
"10003239","ICON College of Technology and Management*","","","","","","","","","","","","","","",""
"10003270","Imperial College of Science, Technology and Medicine","2,660","0","1,350","1,675","0","425","0","0","0","95","410","1,345","275","125","8,365"
"10057622","The School of Information Risk Management*","","","","","","","","","","","","","","",""
"10013220","Institute of Art - London Limited*","","","","","","","","","","","","","","",""
"10035638","Institute of Contemporary Music Performance*","","","","","","","","","","","","","","",""
"10082728","INTO University Partnerships Limited*","","","","","","","","","","","","","","",""
"10082570","Kaplan International Colleges U.K. Limited*","","","","","","","","","","","","","","",""
"10021682","Kaplan Open Learning (Essex) Limited*","","","","","","","","","","","","","","",""
"10007767","Keele University","565","30","220","55","0","35","120","50","5","20","250","335","150","120","1,955"
"10007150","The University of Kent","255","0","225","115","35","115","290","130","40","40","170","860","160","250","2,680"
"10003645","King's College London","2,290","0","475","355","0","185","755","375","45","75","435","3,405","440","380","9,205"
"10003678","Kingston University","205","0","110","175","45","125","125","35","235","75","155","435","20","0","1,740"
"10003758","LAMDA Limited","0","0","0","0","0","0","0","0","60","0","0","95","5","0","160"
"10007768","The University of Lancaster","300","0","595","220","15","330","245","205","65","30","405","665","280","80","3,425"
"10003854","Leeds Arts University*","","","","","","","","","","","","","","",""
"10003861","Leeds Beckett University","230","0","40","95","95","190","125","25","120","260","255","670","125","65","2,305"
"10034449","Leeds Conservatoire","0","0","0","0","0","0","0","0","60","0","35","55","0","0","150"
"10007795","The University of Leeds","1,570","85","1,040","735","0","400","485","485","280","80","1,030","2,245","450","275","9,150"
"10003863","Leeds Trinity University","50","0","5","5","0","45","75","10","0","85","95","290","55","10","735"
"10082828","College of Legal Practice Limited*","","","","","","","","","","","","","","",""
"10007796","The University of Leicester","770","0","645","170","0","195","375","195","5","35","165","845","245","110","3,755"
"10089591","LIBF Limited*","","","","","","","","","","","","","","",""
"10007151","The University of Lincoln","295","80","185","120","15","225","245","75","160","70","205","400","40","65","2,185"
"10036456","Academy of Live Technology Ltd*","","","","","","","","","","","","","","",""
"10003956","Liverpool Hope University","50","0","20","15","0","25","50","25","40","95","20","185","85","35","640"
"10003957","Liverpool John Moores University*","","","","","","","","","","","","","","",""
"10031239","LMA*","","","","","","","","","","","","","","",""
"10003945","The Liverpool Institute for Performing Arts*","","","","","","","","","","","","","","",""
"10006842","The University of Liverpool","1,495","435","1,030","410","125","300","435","260","50","10","715","660","325","155","6,410"
"10003958","Liverpool School of Tropical Medicine","565","0","0","0","0","0","0","0","0","0","0","0","0","0","565"
"10007162","University of the Arts, London","0","0","5","65","30","105","150","0","2,400","0","330","980","135","55","4,245"
"10013109","London Bridge Business Academy*","","","","","","","","","","","","","","",""
"10007769","London Business School*","","","","","","","","","","","","","","",""
"10007797","University of London (Institutes and activities)*","","","","","","","","","","","","","","",""
"10004036","London Film School Limited*","","","","","","","","","","","","","","",""
"10004048","London Metropolitan University","70","0","60","45","35","90","115","15","70","55","150","315","10","0","1,035"
"10004078","London South Bank University*","","","","","","","","","","","","","","",""
"10004063","London School of Economics and Political Science","60","0","155","0","0","250","1,265","160","0","0","240","800","310","145","3,380"
"10007771","London School of Hygiene and Tropical Medicine","705","0","360","0","0","0","0","0","0","0","0","450","40","5","1,560"
"10022285","London School of Management Education*","","","","","","","","","","","","","","",""
"10004075","London School of Theology*","","","","","","","","","","","","","","",""
"10062810","The London School of Architecture*","","","","","","","","","","","","","","",""
"10067623","The London Interdisciplinary School Ltd*","","","","","","","","","","","","","","",""
"10004113","Loughborough University","65","0","230","745","60","240","235","45","95","145","175","880","280","240","3,430"
"10009612","Luther King House Educational Trust*","","","","","","","","","","","","","","",""
"10004180","The Manchester Metropolitan University","250","0","255","225","80","465","375","165","270","215","780","790","320","75","4,265"
"10007798","The University of Manchester","1,915","0","1,760","1,020","55","515","735","430","95","130","2,245","1,610","710","15","11,235"
"10023453","Matrix College of Counselling and Psychotherapy Ltd*","","","","","","","","","","","","","","",""
"10020416","Missio Dei*","","","","","","","","","","","","","","",""
"10030776","St Mellitus College*","","","","","","","","","","","","","","",""
