﻿Title:,"Table 59 - UK permanent address HE students by HE provider and permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 59
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-59.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2016/17 
Search:,


"UKPRN","HE Provider","Abertawe - Swansea","Blaenau Gwent - Blaenau Gwent","Bro Morgannwg - The Vale of Glamorgan","Caerdydd - Cardiff","Caerffili - Caerphilly","Casnewydd - Newport","Castell-Nedd Port Talbot - Neath Port Talbot","Conwy - Conwy","Gwynedd - Gwynedd","Merthyr Tudful - Merthyr Tydfil","Pen-Y-Bont Ar Ogwr - Bridgend","Powys - Powys","Rhondda, Cynon, Taff - Rhondda, Cynon, Taff","Sir Benfro - Pembrokeshire","Sir Ceredigion - Ceredigion","Sir Ddinbych - Denbighshire","Sir Fynwy - Monmouthshire","Sir Gaerfyrddin - Carmarthenshire","Sir Y Fflint - Flintshire","Sir Ynys Môn - Isle of Anglesey","Tor-Faen - Torfaen","Wrecsam - Wrexham","Wales (unitary authority unknown)","Total Wales","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007783","The University of Aberdeen","5","0","0","5","0","0","0","5","0","0","0","5","0","0","5","0","0","0","0","0","0","5","0","35","9,730"
"10019746","ABI College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,300"
"10007856","Aberystwyth University","85","40","70","100","85","45","90","75","225","30","85","500","130","150","800","45","65","220","75","55","50","60","0","3,075","7,205"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","180"
"10000291","Anglia Ruskin University","5","0","5","10","5","5","5","5","5","0","5","5","5","5","5","5","5","10","5","0","0","0","0","85","19,540"
"10041898","Apex College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10005451","Arden University","5","0","0","5","0","0","0","0","0","0","5","0","5","0","0","0","0","5","0","0","0","0","0","35","2,490"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","235"
"10007759","Aston University","10","0","10","35","5","20","5","15","5","5","5","20","10","5","5","0","10","10","10","0","5","5","0","190","11,180"
"10007857","Bangor University","35","10","20","30","20","15","20","665","1,105","5","15","80","25","10","40","395","20","50","360","765","5","295","10","3,995","8,880"
"10000571","Bath Spa University","30","5","40","85","50","40","15","5","5","5","30","20","25","35","15","0","40","30","0","5","30","5","0","515","7,200"
"10007850","The University of Bath","75","10","65","150","40","55","20","15","10","10","35","30","25","35","20","15","60","35","15","5","25","20","0","770","11,965"
"10007152","University of Bedfordshire","5","0","0","5","0","5","0","0","0","0","10","0","5","0","0","0","0","5","0","0","5","0","0","40","11,555"
"10005343","Queen's University Belfast","5","0","5","5","5","0","0","0","10","0","0","0","5","0","5","0","5","5","0","0","0","0","0","50","20,790"
"10037544","BIMM University","5","0","10","10","5","10","5","5","10","0","5","10","5","0","10","10","10","10","10","0","5","5","0","140","4,315"
"10007760","Birkbeck College","0","0","5","10","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","35","11,560"
"10007140","Birmingham City University","20","5","15","30","10","20","5","15","20","5","10","40","15","15","20","10","15","20","15","10","0","15","0","330","21,150"
"10006840","The University of Birmingham","45","10","70","165","25","65","15","20","15","5","20","65","35","30","20","20","70","35","25","10","15","25","0","815","26,530"
"10000712","University College Birmingham","5","0","0","10","0","10","5","0","0","0","0","10","0","5","0","0","5","5","5","0","0","0","0","65","3,580"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","10","2,795"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","25"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,215"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,230"
"10006841","The University of Bolton","5","0","5","0","0","0","5","10","5","0","0","5","5","0","0","10","0","5","10","5","0","10","0","80","5,945"
"10000385","The Arts University Bournemouth","0","0","5","5","5","0","0","0","0","0","0","0","0","5","5","0","5","0","0","0","0","0","0","40","2,785"
"10000824","Bournemouth University","10","0","20","30","20","15","5","5","0","0","10","10","10","10","5","5","15","15","5","0","10","0","0","200","17,430"
"10031982","BPP University","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","20","3,775"
"10007785","The University of Bradford","5","0","0","15","0","0","0","0","5","0","0","5","0","5","5","5","0","0","0","5","0","0","0","70","9,355"
"10000886","The University of Brighton","20","5","10","35","10","10","5","10","5","0","5","10","10","10","5","0","10","15","15","0","5","5","0","195","18,845"
"10000936","The University College of Osteopathy","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","410"
"10007786","The University of Bristol","80","10","85","220","30","55","20","10","20","10","45","40","40","40","30","10","75","60","15","10","30","20","0","955","18,305"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","565"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
"10000961","Brunel University London","10","0","10","15","5","10","0","5","5","0","10","10","5","5","0","5","5","5","0","0","5","0","0","105","9,640"
"10000975","Buckinghamshire New University","5","5","5","15","5","5","0","0","0","0","5","5","5","0","0","5","0","5","5","0","0","0","0","75","8,105"
"10007787","The University of Buckingham","0","0","0","10","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1,575"
"10022021","UK College of Business and Computing","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","955"
"10041974","London College of Business Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10007788","The University of Cambridge","35","0","15","60","0","15","0","10","10","0","10","25","10","15","15","5","15","15","10","5","5","15","0","300","13,205"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","245"
"10001143","Canterbury Christ Church University","5","0","0","5","5","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","35","14,470"
"10007814","Cardiff University","640","170","755","3,420","670","650","335","125","195","185","490","255","835","310","160","105","360","570","105","85","315","115","55","10,900","24,075"
"10007854","Cardiff Metropolitan University","280","125","410","1,800","420","300","175","45","75","110","295","135","500","155","85","40","200","245","25","40","160","45","5","5,675","9,215"
"10007141","The University of Central Lancashire","5","0","5","15","0","10","5","35","20","5","10","15","15","5","0","40","5","5","45","15","0","35","0","290","21,680"
"10007848","University of Chester","10","0","10","20","15","5","10","195","90","0","10","95","5","10","15","235","10","25","570","70","5","340","0","1,745","14,440"
"10007137","The University of Chichester","5","0","5","10","0","5","5","0","0","0","0","5","10","5","0","0","5","5","0","0","5","0","0","60","5,370"
"10001386","Chicken Shed Theatre Company","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","175"
"10001419","Christie's Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","325"
"10001478","City, University of London","10","0","5","15","5","5","5","5","5","0","0","0","5","0","0","5","5","5","0","0","0","5","0","90","11,840"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","65"
"10013357","The Academy of Contemporary Music","0","0","0","0","5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","0","25","1,075"
"10001653","Conservatoire for Dance and Drama","10","0","0","10","0","0","5","0","0","0","0","5","5","0","0","0","0","5","0","0","0","0","0","35","915"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","310"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10001726","Coventry University","25","0","10","25","5","15","10","15","10","10","20","15","15","10","5","10","20","15","15","5","5","10","0","265","20,990"
"10007822","Cranfield University","5","0","5","10","5","5","0","0","0","0","5","5","5","5","5","0","5","5","5","0","0","5","0","75","1,960"
"10006427","University for the Creative Arts","10","0","5","10","5","0","10","5","5","0","5","5","10","0","5","0","0","0","5","5","0","5","0","80","5,400"
"10007842","University of Cumbria","5","0","5","0","5","0","5","5","5","0","5","10","5","5","0","10","0","5","15","5","0","10","5","105","8,350"
"10001883","De Montfort University","10","5","15","35","5","10","10","20","10","0","10","15","10","5","10","15","5","10","15","5","5","10","0","235","19,535"
"10007851","University of Derby","10","5","5","20","5","15","5","20","10","5","10","10","5","5","0","15","5","10","15","5","0","10","0","185","16,235"
"10007852","The University of Dundee","5","0","5","30","5","5","0","0","0","0","0","0","5","0","0","0","0","0","5","0","5","5","0","75","13,155"
"10007143","University of Durham","15","0","25","40","5","15","5","10","15","0","5","25","5","15","10","15","20","10","20","10","5","25","0","280","13,330"
"10007789","The University of East Anglia","5","0","10","15","5","5","0","5","10","0","10","10","10","5","5","5","5","5","10","5","0","10","0","135","13,250"
"10007144","The University of East London","0","0","5","10","0","0","5","5","0","5","5","5","5","5","0","0","0","5","5","0","0","0","0","60","12,025"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","10","245"
"10007823","Edge Hill University","0","0","5","5","0","5","0","55","20","0","0","25","5","0","5","45","0","5","85","25","0","65","0","360","14,975"
"10007772","Edinburgh Napier University","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","25","10,450"
"10007790","The University of Edinburgh","10","0","15","30","10","5","5","10","15","0","5","20","5","10","10","20","20","15","10","5","5","15","0","240","20,415"
"10022047","Empire College London Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","390"
"10007791","The University of Essex","10","0","5","10","5","5","5","5","5","0","5","5","10","5","0","5","5","5","5","0","0","5","0","90","10,175"
"10002113","East End Computing and Business College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","370"
"10008173","University College of Estate Management","10","0","10","10","0","5","0","0","0","0","5","0","5","5","5","0","5","5","0","0","5","0","0","75","2,275"
"10008229","EThames Graduate School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250"
"10007792","The University of Exeter","65","10","75","200","30","60","30","10","20","10","40","45","40","40","20","5","55","70","10","10","25","20","0","880","17,300"
"10008640","Falmouth University","10","5","15","15","5","5","5","0","0","0","5","15","15","10","10","0","10","10","5","0","0","5","0","150","4,865"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","615"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","370"
"10007762","Glasgow Caledonian University","5","0","0","5","0","5","5","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","40","14,395"
"10002681","Glasgow School of Art","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1,445"
"10007794","The University of Glasgow","5","0","5","10","5","5","0","5","5","0","0","5","0","5","5","5","10","5","5","0","0","10","0","85","20,380"
"10007145","University of Gloucestershire","20","10","40","80","35","65","20","5","5","5","30","30","30","35","5","5","70","25","10","5","25","0","0","545","8,030"
"10002718","Goldsmiths College","10","0","0","15","0","5","5","0","0","0","0","5","0","5","5","5","5","0","0","5","0","0","0","75","7,035"
"10030408","Gower College Swansea","60","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","110","110"
"10002735","Grafton College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","390"
"10007146","The University of Greenwich","15","0","5","20","0","5","5","0","5","5","10","0","5","5","5","5","0","10","5","5","0","0","0","120","16,220"
"10007937","GSM London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,755"
"10007825","Guildhall School of Music and Drama","0","0","0","10","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","30","685"
"10040812","Harper Adams University","10","0","15","15","10","5","5","25","30","0","5","80","5","40","25","35","20","35","20","10","5","35","0","435","5,190"
"10007764","Heriot-Watt University","0","0","5","5","0","5","0","5","5","0","5","0","0","0","0","5","0","0","5","0","0","5","0","40","7,405"
"10007147","University of Hertfordshire","10","0","10","25","0","10","5","5","0","0","15","5","10","5","5","10","5","5","5","5","10","10","0","155","20,775"
"10007765","Heythrop College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","390"
"10007148","The University of Huddersfield","5","0","5","0","0","5","0","10","5","0","0","5","5","5","0","15","0","5","20","5","0","15","0","105","15,310"
"10007149","The University of Hull","5","0","0","5","5","5","0","10","5","0","0","10","5","5","0","15","0","0","20","0","0","0","0","95","14,230"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,030"
"10003270","Imperial College of Science, Technology and Medicine","15","5","10","40","5","5","0","5","10","0","10","5","10","10","5","0","15","15","5","0","0","10","0","175","8,790"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","545"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10021682","Kaplan Open Learning (Essex) Limited","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","595"
"10007767","Keele University","10","0","10","25","5","10","10","20","20","0","10","15","5","10","5","25","10","10","35","10","5","30","0","290","9,360"
"10003566","Kensington College of Business","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","330"
"10007150","The University of Kent","10","0","5","25","5","5","5","5","5","0","5","5","5","0","5","5","15","10","0","5","5","5","0","125","15,410"
"10003645","King's College London","35","0","25","65","10","20","10","10","15","5","10","15","10","10","10","5","25","25","10","5","5","10","0","325","20,575"
"10008325","KLC School of Design","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165"
"10003678","Kingston University","20","0","15","45","5","15","5","5","5","0","5","10","10","5","5","5","5","10","10","5","5","5","0","195","16,060"
"10009285","Kogan Academy of Dramatic Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10007768","The University of Lancaster","10","0","5","15","5","10","5","40","15","0","5","15","5","10","10","30","10","10","45","5","5","55","0","310","9,015"
"10003854","Leeds Arts University","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","5","0","0","5","0","20","1,335"
"10003861","Leeds Beckett University","5","0","10","15","5","10","5","35","10","0","5","15","5","10","0","30","5","10","50","10","5","25","0","260","23,325"
"10007795","The University of Leeds","25","5","15","45","10","10","0","30","25","0","10","25","10","15","10","30","30","10","35","15","5","35","0","395","25,770"
"10003863","Leeds Trinity University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","20","3,575"
"10007796","The University of Leicester","20","0","20","45","10","20","5","10","5","5","15","15","15","15","10","10","10","15","15","5","5","10","0","275","12,720"
"10007151","The University of Lincoln","5","0","5","10","5","0","5","15","5","5","5","5","5","5","5","5","5","5","5","5","0","5","0","105","12,795"
"10003956","Liverpool Hope University","0","0","0","5","0","0","0","20","10","0","0","10","5","0","5","20","0","5","25","5","5","25","0","145","5,075"
"10003957","Liverpool John Moores University","10","5","5","15","10","5","0","205","180","5","5","55","15","10","10","175","5","10","330","110","0","205","0","1,365","20,870"
"10003945","The Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","5","0","5","5","0","0","5","0","30","575"
"10006842","The University of Liverpool","35","5","45","95","15","25","15","100","75","5","15","60","20","20","35","85","20","30","200","40","10","90","0","1,030","19,640"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","265"
"10007820","Grŵp Llandrillo Menai","0","0","0","0","0","0","0","540","155","0","0","5","0","0","0","330","0","0","30","95","0","10","0","1,170","1,180"
"10007162","University of the Arts, London","15","5","10","10","5","10","0","0","15","0","5","10","5","15","5","5","10","10","5","5","0","5","0","145","9,740"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10007769","London Business School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","525"
"10030391","London Churchill College Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","970"
"10018361","City of London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"10039082","City and Guilds of London Art School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"10057951","London College of Creative Media Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"10015506","The London College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","785"
"10004048","London Metropolitan University","5","0","5","15","5","5","5","5","5","0","5","5","0","0","0","5","0","10","0","0","0","0","0","70","10,920"
"10032594","London School of Academics Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"10004078","London South Bank University","10","0","0","15","5","5","5","0","0","0","5","5","5","0","0","0","0","5","0","0","0","0","0","70","16,190"
