﻿Title:,"Table 1 - HE staff by HE provider and activity standard occupational classification"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 1
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-1.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Mode of employment,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE Provider","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Clerical and manual occupations","Total academic staff","Managers, directors and senior officials ","Professional occupations ","Associate professional occupations ","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total non-academic staff","Total"
"10007783","The University of Aberdeen","0","1,425","5","0","1,430","55","280","420","645","70","55","5","25","250","1,800","3,230"
"10007849","Abertay University","0","210","5","0","215","15","55","50","100","10","5","0","0","50","285","500"
"10007856","Aberystwyth University","0","745","5","0","750","65","330","255","230","80","45","20","10","150","1,185","1,935"
"10000163","AECC University College","0","55","0","0","55","5","20","10","50","10","0","0","0","5","100","160"
"10000291","Anglia Ruskin University","10","870","20","0","900","80","200","215","380","20","10","10","0","55","970","1,870"
"10007759","Aston University","0","845","0","0","845","80","170","280","250","20","35","10","10","120","980","1,825"
"10007857","Bangor University","5","990","25","0","1,020","50","85","245","300","30","45","10","10","255","1,035","2,050"
"10000571","Bath Spa University","5","670","0","0","675","20","145","145","175","25","25","0","0","70","605","1,280"
"10007850","The University of Bath","0","1,465","0","0","1,465","165","485","410","515","80","65","25","15","370","2,130","3,595"
"10007152","University of Bedfordshire","0","525","0","0","530","10","115","195","210","10","30","10","0","35","615","1,145"
"10005343","Queen's University Belfast","0","1,880","25","0","1,905","25","640","405","830","40","70","35","0","185","2,230","4,140"
"10007760","Birkbeck College","0","1,200","0","0","1,200","35","130","195","285","10","5","0","0","5","670","1,870"
"10007140","Birmingham City University","5","1,875","25","0","1,910","70","370","220","565","30","30","5","5","20","1,310","3,220"
"10006840","The University of Birmingham","15","3,965","40","0","4,020","370","520","1,420","1,085","240","180","35","15","515","4,385","8,400"
"10000712","University College Birmingham","0","295","0","0","295","15","70","55","80","15","10","15","0","75","335","630"
"10007832","Birmingham Newman University","0","140","5","0","145","15","25","35","60","5","5","0","0","30","175","320"
"10007811","Bishop Grosseteste University","0","110","0","0","110","20","50","55","65","5","35","0","0","10","240","350"
"10006841","The University of Bolton","0","335","30","0","365","15","45","70","65","10","15","5","5","50","285","650"
"10000385","The Arts University Bournemouth","0","380","0","0","380","20","40","75","50","0","5","0","0","0","185","570"
"10000824","Bournemouth University","0","935","0","0","935","55","240","310","280","15","30","0","0","0","930","1,865"
"10007785","The University of Bradford","0","545","0","0","545","35","100","180","325","35","40","10","5","190","920","1,465"
"10000886","The University of Brighton","5","1,655","5","0","1,665","85","235","375","625","40","85","10","0","190","1,640","3,305"
"10000936","The University College of Osteopathy","5","95","0","0","100","5","5","15","20","0","0","0","0","0","40","145"
"10007786","The University of Bristol","0","3,285","0","0","3,285","415","635","815","1,260","130","180","45","20","555","4,050","7,335"
"10000961","Brunel University London","5","1,135","0","0","1,145","110","260","195","385","30","10","20","5","140","1,155","2,300"
"10000975","Buckinghamshire New University","0","375","20","0","395","20","40","85","120","20","5","10","0","15","315","710"
"10007787","The University of Buckingham","10","160","0","0","175","5","10","15","170","25","35","0","0","10","270","445"
"10007788","The University of Cambridge","10","6,205","0","0","6,215","120","2,090","1,310","1,170","125","260","0","500","380","5,955","12,165"
"10003324","The Institute of Cancer Research","0","655","10","0","665","35","130","130","95","10","10","0","5","10","420","1,085"
"10001143","Canterbury Christ Church University","5","750","0","0","755","30","420","130","170","35","80","10","0","100","970","1,730"
"10007814","Cardiff University","45","3,270","15","0","3,330","515","735","475","1,420","115","10","5","0","200","3,475","6,805"
