﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2021/22 
Search:,


"UKPRN","HE Provider","Albania","Andorra","Armenia","Azerbaijan","Belarus","Bosnia and Herzegovina","Cyprus (Non-European Union)","Faroe Islands","Georgia","Iceland","Kosovo","Liechtenstein","Moldova","Monaco","Montenegro","North Macedonia","Norway","Russia","San Marino","Serbia","Svalbard and Jan Mayen","Switzerland","Turkey","Ukraine","Vatican City","Europe not otherwise specified","Total Other Europe","Total"
"10008071","AA School of Architecture","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","20","0","0","0","10","45","5","0","0","95","910"
"10007783","The University of Aberdeen","0","0","0","10","0","0","0","5","0","0","0","0","0","0","0","0","25","10","0","0","0","20","15","5","0","0","95","4,690"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","0","15","600"
"10007856","Aberystwyth University","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","60","5","0","0","0","10","5","0","0","0","85","1,345"
"10067853","ACM Guildford Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","40"
"10000163","AECC University College","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","95","0","0","0","0","10","0","0","0","0","125","320"
"10032036","Amity Global Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10000291","Anglia Ruskin University","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","20","0","0","0","5","45","15","0","0","110","7,170"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","45"
"10008899","The Ashridge (Bonar Law Memorial) Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","10","60"
"10003212","Hult International Business School Ltd","10","0","0","0","0","0","0","0","5","0","5","0","0","5","0","0","80","35","0","5","0","35","20","5","0","0","205","1,515"
"10007759","Aston University","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","5","10","0","0","0","50","3,065"
"10007857","Bangor University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","10","15","5","0","0","40","2,325"
"10000571","Bath Spa University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","0","20","550"
"10007850","The University of Bath","5","0","0","5","0","0","0","0","0","0","0","0","0","5","0","5","20","40","0","5","0","110","45","10","0","0","260","4,765"
"10007152","University of Bedfordshire","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","15","6,035"
"10005343","Queen's University Belfast","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","5","20","5","0","0","55","5,175"
"10037544","BIMM University","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","45","5","0","0","0","25","0","0","0","0","90","780"
"10007760","Birkbeck College","5","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","10","20","0","5","0","15","10","5","0","0","85","1,410"
"10007140","Birmingham City University","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","10","0","0","0","5","10","5","0","0","40","4,840"
"10006840","The University of Birmingham","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","20","20","0","0","0","35","105","10","0","0","210","9,555"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1,215"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","55"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","315"
"10006841","The University of Bolton","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","15","1,740"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","5","20","0","0","0","15","10","0","0","0","70","580"
"10000824","Bournemouth University","0","0","0","0","0","0","5","0","0","10","0","0","0","0","0","0","15","10","0","0","0","10","80","10","0","0","150","2,780"
"10031982","BPP University","10","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","15","0","0","0","15","5","5","0","0","60","8,525"
"10007785","The University of Bradford","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","10","3,355"
"10000886","The University of Brighton","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","25","0","0","0","25","20","5","0","0","135","2,395"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","15","45"
"10007786","The University of Bristol","0","0","0","5","5","0","0","0","5","0","0","0","0","0","0","0","20","45","0","5","0","55","70","10","0","0","225","8,975"
"10023464","Trinity College Bristol","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10000961","Brunel University London","10","0","0","5","0","0","5","0","0","0","0","0","0","5","0","0","25","25","0","0","0","20","90","10","0","0","200","7,005"
"10000975","Buckinghamshire New University","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","5","0","0","0","20","0","0","0","0","50","1,775"
"10007787","The University of Buckingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","10","0","0","0","0","30","1,095"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","10","70"
"10007788","The University of Cambridge","5","0","10","0","5","0","0","0","5","10","0","0","0","0","5","0","35","60","0","25","0","75","30","10","0","0","275","7,205"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","40"
"10001143","Canterbury Christ Church University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","10","795"
