﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE Provider","Albania","Andorra","Armenia","Azerbaijan","Belarus","Bosnia and Herzegovina","Cyprus (Non-European Union)","Faroe Islands","Georgia","Iceland","Kosovo","Liechtenstein","Moldova","Monaco","Montenegro","North Macedonia","Norway","Russia","San Marino","Serbia","Svalbard and Jan Mayen","Switzerland","Turkey","Ukraine","Vatican City","Europe not otherwise specified","Total Other Europe","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","10","25","5","0","0","65","680"
"10007783","The University of Aberdeen","0","0","0","15","0","0","0","5","0","0","0","0","0","0","0","0","45","25","0","5","0","40","15","0","0","0","160","5,235"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","680"
"10007856","Aberystwyth University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","80","5","0","0","0","5","10","0","0","0","105","1,360"
"10067853","ACM Guildford Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","85"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10000163","AECC University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","5","0","0","0","0","90","225"
"10032036","Amity Global Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10000291","Anglia Ruskin University","10","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","15","20","0","0","0","10","35","20","0","0","125","3,540"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25"
"10007759","Aston University","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","0","0","0","5","15","10","0","0","65","2,465"
"10007857","Bangor University","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","10","0","0","0","40","1,965"
"10000571","Bath Spa University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","15","0","0","0","0","30","575"
"10007850","The University of Bath","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","10","60","0","0","0","100","55","5","0","0","250","5,570"
"10007152","University of Bedfordshire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","15","3,485"
"10005343","Queen's University Belfast","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","5","10","0","0","0","35","3,780"
"10037544","BIMM University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","5","0","0","0","30","0","0","0","0","70","825"
"10007760","Birkbeck College","0","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","5","15","0","0","0","15","20","5","0","0","75","1,375"
"10007140","Birmingham City University","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","5","0","0","30","2,960"
"10006840","The University of Birmingham","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","10","30","0","5","0","50","65","5","0","0","180","9,125"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","10","1,600"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","50"
"10006841","The University of Bolton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","585"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","10","10","0","0","0","20","5","5","0","0","65","560"
"10000824","Bournemouth University","0","0","0","0","5","0","0","5","0","10","0","0","0","0","0","0","55","10","0","0","0","15","65","10","0","0","180","2,200"
"10031982","BPP University","10","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","5","30","0","0","0","15","15","10","0","0","100","2,840"
"10007785","The University of Bradford","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1,415"
"10000886","The University of Brighton","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","10","0","0","0","50","25","5","0","0","140","2,685"
"10000936","The University College of Osteopathy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","50"
"10007786","The University of Bristol","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","10","20","50","0","5","0","45","45","10","0","0","205","6,505"
"10000961","Brunel University London","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","35","40","0","0","0","15","70","5","0","0","180","4,115"
"10000975","Buckinghamshire New University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","10","0","0","0","0","30","800"
"10007787","The University of Buckingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","10","5","0","0","0","30","880"
"10022021","UK College of Business and Computing","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0","0","15","195"
"10007788","The University of Cambridge","5","0","5","5","5","5","0","0","0","10","0","0","0","0","0","0","45","60","0","35","0","95","20","15","0","0","315","7,350"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","35"
"10001143","Canterbury Christ Church University","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","10","0","0","0","0","20","665"
"10007814","Cardiff University","0","0","0","5","0","0","5","0","0","5","0","0","0","0","0","0","10","25","0","0","0","25","30","5","0","0","115","8,620"
"10007854","Cardiff Metropolitan University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","5","0","0","0","20","1,340"
"10007141","The University of Central Lancashire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","5","5","0","0","30","2,720"
"10007848","University of Chester","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","65","5","0","0","0","0","10","0","0","0","90","990"
"10007137","The University of Chichester","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","170"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10001419","Christie's Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","45"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10001478","City, University of London","20","0","5","50","0","5","5","0","10","5","5","0","5","0","0","0","100","160","0","5","0","100","115","20","0","20","640","7,170"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","10","0","0","0","0","30","545"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","15","215"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10001726","Coventry University","10","0","0","35","0","0","0","0","5","5","0","0","0","0","0","0","20","45","0","0","0","15","35","20","0","0","195","12,000"
"10007822","Cranfield University","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","10","10","0","0","0","20","20","0","0","0","65","2,100"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","10","0","0","0","5","5","0","0","0","65","1,080"
"10007842","University of Cumbria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","10","360"
"10001883","De Montfort University","5","0","0","0","0","0","50","0","0","5","0","0","0","0","0","0","5","15","0","0","0","5","10","5","0","0","95","5,460"
"10007851","University of Derby","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","10","1,765"
"10007852","The University of Dundee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","0","0","15","5","0","0","0","45","2,615"
"10007143","University of Durham","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","50","45","0","5","0","85","50","10","0","0","255","5,755"
"10007789","The University of East Anglia","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","25","30","0","5","0","25","15","0","0","0","115","3,795"
"10007144","The University of East London","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","5","0","0","0","10","25","0","0","5","75","1,875"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007823","Edge Hill University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","340"
"10007772","Edinburgh Napier University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","10","0","0","0","20","5","0","0","0","130","2,850"
"10007790","The University of Edinburgh","5","0","5","10","5","5","0","0","10","15","0","0","0","5","5","10","210","100","0","10","0","155","105","20","0","0","680","13,185"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","75"
"10007791","The University of Essex","0","0","0","5","5","0","5","0","0","5","0","0","0","0","0","0","60","30","0","0","0","25","45","5","0","0","195","4,720"
"10007792","The University of Exeter","0","0","0","20","0","0","0","0","5","0","0","0","0","5","0","0","65","80","0","5","0","110","115","25","0","5","435","6,330"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","10","0","0","0","0","80","690"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","10","0","0","0","0","25","170"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","10","165"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10007762","Glasgow Caledonian University","5","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","10","0","0","0","5","0","0","0","0","35","2,105"
"10002681","Glasgow School of Art","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","15","5","0","0","0","10","10","0","0","0","40","805"
"10007794","The University of Glasgow","0","0","0","5","0","0","10","5","15","10","0","0","0","0","0","0","35","30","0","5","0","50","30","25","0","0","225","9,685"
"10007145","University of Gloucestershire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15","0","0","0","5","0","0","0","0","30","510"
"10002718","Goldsmiths College","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","40","45","0","5","0","40","50","10","0","0","205","2,830"
"10007146","The University of Greenwich","15","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","40","35","0","0","0","15","55","5","0","0","180","4,115"
"10007937","GSM London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","360"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","260"
"10080811","Hartpury University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","145"
"10007764","Heriot-Watt University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","90","20","0","0","0","15","10","5","0","0","145","3,160"
"10007147","University of Hertfordshire","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","20","20","0","0","0","15","40","5","0","5","110","4,550"
"10007148","The University of Huddersfield","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","5","0","0","0","5","5","0","0","0","40","3,180"
"10007149","The University of Hull","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","5","0","0","0","20","2,240"
"10003270","Imperial College of Science, Technology and Medicine","10","0","0","10","5","0","5","0","0","5","0","0","0","0","0","0","50","80","0","0","0","135","50","10","0","15","385","10,075"
"10004023","London College of International Business Studies Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10035638","Institute of Contemporary Music Performance","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","20","0","0","0","0","30","320"
"10007767","Keele University","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","5","0","0","0","10","15","0","0","0","35","920"
