﻿Title:,"Table 17 - HE full-time academic staff by HE provider and contract salary"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 17
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-17.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Sex,All 
,Academic employment function,All 
,Contract levels,All 
,Academic year,2018/19 
Search:,


"UKPRN","HE provider","Contract salary < £19,202 ","Contract salary ≥ £19,202 and < £25,482 ","Contract salary ≥ £25,482 and < £34,189 ","Contract salary ≥ £34,189 and < £45,892 ","Contract salary ≥ £45,892 and < £61,618 ","Contract salary ≥ £61,618 ","Total"
"10007783","The University of Aberdeen","0","0","85","255","415","235","990"
"10007849","Abertay University","0","0","20","65","70","30","180"
"10007856","Aberystwyth University","0","0","50","160","145","95","445"
"10000163","AECC University College","0","0","0","10","10","10","30"
"10000291","Anglia Ruskin University","0","10","50","265","280","75","680"
"10007759","Aston University","0","0","45","225","335","110","715"
"10007857","Bangor University","0","5","50","225","230","90","605"
"10000571","Bath Spa University","0","0","0","70","180","35","285"
"10007850","The University of Bath","5","15","70","360","440","235","1,125"
"10007152","University of Bedfordshire","0","0","30","150","210","45","440"
"10005343","Queen's University Belfast","0","10","185","680","530","295","1,695"
"10007760","Birkbeck College","0","0","10","120","130","195","460"
"10007140","Birmingham City University","0","0","50","320","525","75","970"
"10006840","The University of Birmingham","0","0","545","730","1,075","640","2,985"
"10000712","University College Birmingham","10","0","15","135","70","10","240"
"10007832","Birmingham Newman University","0","0","5","45","65","15","125"
"10007811","Bishop Grosseteste University","0","0","0","30","55","10","95"
"10006841","The University of Bolton","0","5","35","150","90","20","295"
"10000385","The Arts University Bournemouth","0","5","70","85","10","5","175"
"10000824","Bournemouth University","0","10","65","230","225","130","655"
"10007785","The University of Bradford","0","0","25","100","225","85","435"
"10000886","The University of Brighton","0","0","10","145","530","145","835"
"10000936","The University College of Osteopathy","0","0","0","5","5","0","10"
"10007786","The University of Bristol","0","0","80","1,200","805","475","2,560"
"10000961","Brunel University London","0","0","15","180","360","185","740"
"10000975","Buckinghamshire New University","0","5","35","60","130","20","250"
"10007787","The University of Buckingham","0","0","10","45","35","15","110"
"10007788","The University of Cambridge","5","15","1,320","1,785","1,045","1,130","5,305"
"10003324","The Institute of Cancer Research","0","0","60","315","125","70","570"
"10001143","Canterbury Christ Church University","0","0","10","140","240","70","460"
"10007814","Cardiff University","0","0","250","845","755","600","2,455"
"10007854","Cardiff Metropolitan University","0","5","10","120","210","70","415"
"10007141","The University of Central Lancashire","0","30","90","430","515","120","1,190"
"10007848","University of Chester","0","0","10","205","245","45","505"
"10007137","The University of Chichester","0","10","5","45","125","20","205"
"10001478","City, University of London","0","0","5","110","210","385","710"
"10001653","Conservatoire for Dance and Drama","0","0","30","50","20","15","115"
"10007761","Courtauld Institute of Art","0","0","0","5","15","10","30"
"10001726","Coventry University","0","25","310","755","515","160","1,765"
"10007822","Cranfield University","0","10","100","155","230","130","625"
"10006427","University for the Creative Arts","0","10","50","25","75","10","170"
"10007842","University of Cumbria","0","0","15","80","125","15","235"
"10001883","De Montfort University","0","0","35","365","295","160","855"
"10007851","University of Derby","5","25","90","245","325","50","740"
"10007852","The University of Dundee","0","0","85","465","395","195","1,145"
"10007143","University of Durham","0","5","115","545","435","320","1,420"
"10007789","The University of East Anglia","0","0","80","310","525","235","1,155"
"10007144","The University of East London","0","0","5","135","240","60","440"
"10007823","Edge Hill University","0","0","20","240","255","65","580"
"10007772","Edinburgh Napier University","0","0","25","140","320","50","535"
"10007790","The University of Edinburgh","0","5","315","1,470","1,295","805","3,885"
"10007791","The University of Essex","0","0","35","230","365","175","800"
"10007792","The University of Exeter","0","0","235","835","440","375","1,885"
"10008640","Falmouth University","0","5","40","50","85","10","190"
"10004511","The National Film and Television School","0","0","0","0","10","5","20"
"10007762","Glasgow Caledonian University","0","0","15","70","385","100","565"
"10002681","Glasgow School of Art","0","0","0","20","60","20","100"
"10007794","The University of Glasgow","0","15","320","955","780","575","2,645"
