﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2015/16 
Search:,


"UKPRN","HE Provider","Albania","Andorra","Armenia","Azerbaijan","Belarus","Bosnia and Herzegovina","Cyprus (Non-European Union)","Faroe Islands","Georgia","Iceland","Kosovo","Liechtenstein","Moldova","Monaco","Montenegro","North Macedonia","Norway","Russia","San Marino","Serbia","Svalbard and Jan Mayen","Switzerland","Turkey","Ukraine","Vatican City","Europe not otherwise specified","Total Other Europe","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","5","0","0","0","30","395"
"10007783","The University of Aberdeen","0","0","0","30","5","0","0","5","0","0","0","0","0","0","0","0","60","25","0","0","0","30","10","5","0","0","170","4,225"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","15","500"
"10007856","Aberystwyth University","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","10","10","0","0","0","105","1,195"
"10000080","Access to Music Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10000248","Academy of Live and Recorded Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10000291","Anglia Ruskin University","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","25","25","0","5","0","10","20","5","0","0","100","2,980"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10007759","Aston University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","15","0","0","0","5","5","5","0","0","55","2,360"
"10007857","Bangor University","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","5","0","0","0","35","2,210"
"10000571","Bath Spa University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","15","0","5","0","0","40","795"
"10007850","The University of Bath","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","30","40","0","5","0","60","35","5","0","0","190","4,700"
"10007152","University of Bedfordshire","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","0","5","0","0","0","35","2,600"
"10005343","Queen's University Belfast","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","0","10","0","0","0","35","2,805"
"10037544","BIMM University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","5","0","0","0","25","0","0","0","0","50","600"
"10007760","Birkbeck College","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","10","15","0","0","0","10","20","5","0","0","65","1,270"
"10007140","Birmingham City University","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","5","5","0","0","0","30","2,820"
"10006840","The University of Birmingham","5","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","10","45","0","0","0","35","40","15","0","0","175","7,620"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","10","1,235"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10004061","Bloomsbury Institute","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","35"
"10006841","The University of Bolton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","505"
"10000385","The Arts University Bournemouth","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","35","15","0","0","0","10","5","0","0","0","80","475"
"10000824","Bournemouth University","0","0","0","0","5","0","0","0","0","15","0","0","0","0","0","0","175","30","0","0","0","25","50","15","0","5","325","2,655"
"10031982","BPP University","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","15","15","10","0","0","75","1,510"
"10007785","The University of Bradford","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","5","0","0","0","15","1,635"
"10000886","The University of Brighton","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","25","20","0","0","0","35","25","10","0","0","135","2,900"
"10007786","The University of Bristol","5","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","25","35","0","5","0","40","15","20","0","0","160","4,720"
"10028216","Brit College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10000961","Brunel University London","5","0","0","10","0","0","5","0","0","0","0","0","0","0","0","0","30","45","0","0","0","15","90","10","0","0","220","4,565"
"10000975","Buckinghamshire New University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","15","760"
"10007787","The University of Buckingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","10","0","5","0","0","30","915"
"10010308","Cambridge Arts and Sciences Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","55"
"10007788","The University of Cambridge","5","0","10","0","10","0","0","0","0","5","0","0","0","0","0","5","35","40","0","40","0","105","20","15","0","0","290","6,525"
"10032072","The Cambridge Theological Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10003324","The Institute of Cancer Research","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20"
"10001143","Canterbury Christ Church University","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","25","810"
"10007814","Cardiff University","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","15","20","0","5","0","20","15","5","0","0","95","7,115"
"10007854","Cardiff Metropolitan University","10","0","15","10","0","0","0","0","15","0","0","0","0","0","0","0","5","15","0","0","0","5","90","5","0","0","170","3,285"
"10007141","The University of Central Lancashire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","10","5","0","0","0","35","2,415"
"10007848","University of Chester","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","5","0","0","0","5","15","0","0","0","50","855"
"10007137","The University of Chichester","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","160"
"10001546","The College of Integrated Chinese Medicine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10001419","Christie's Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","5","20"
"10010213","The City College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10001478","City, University of London","15","0","5","70","5","0","5","0","10","5","0","0","5","10","5","5","145","305","0","20","0","105","130","60","0","10","910","7,505"
"10007912","Cliff College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10013357","The Academy of Contemporary Music","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","70"
"10001653","Conservatoire for Dance and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","10","0","0","0","0","25","430"
"10007761","Courtauld Institute of Art","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","190"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10001726","Coventry University","5","0","0","30","5","0","0","0","0","0","0","0","0","0","0","0","20","55","0","5","0","15","45","20","0","0","200","9,720"
"10007822","Cranfield University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","5","0","20","10","5","0","0","65","2,100"
"10006427","University for the Creative Arts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","10","0","0","0","5","0","0","0","0","40","695"
"10007842","University of Cumbria","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","235"
"10001883","De Montfort University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","10","5","0","0","40","2,820"
"10007851","University of Derby","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","15","1,225"
"10007852","The University of Dundee","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","0","0","15","10","5","0","0","50","2,385"
"10007143","University of Durham","0","0","0","10","0","0","5","0","0","5","0","0","0","5","0","0","65","45","0","0","0","70","40","15","0","0","275","4,790"
"10007789","The University of East Anglia","0","0","0","10","0","0","0","0","5","0","0","0","0","0","0","0","40","45","0","0","0","20","25","0","0","0","150","4,025"
"10007144","The University of East London","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","25","5","0","0","0","5","15","0","0","0","65","1,285"
"10007823","Edge Hill University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","10","260"
"10007772","Edinburgh Napier University","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","70","15","0","5","0","20","0","0","0","0","120","2,575"
"10007790","The University of Edinburgh","0","0","5","25","10","5","5","0","5","15","0","0","0","0","5","5","185","120","0","15","0","125","45","25","0","0","595","10,785"
"10042570","Escape Studios","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10007791","The University of Essex","5","0","5","15","0","0","0","0","5","0","0","0","0","0","0","0","195","35","0","5","0","15","45","5","0","0","325","4,460"
"10008229","EThames Graduate School Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007792","The University of Exeter","5","0","5","15","5","0","0","0","10","0","0","0","0","5","0","0","55","95","0","0","0","85","75","35","0","0","390","5,445"
"10008640","Falmouth University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0","5","0","0","0","0","125","385"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10045476","Met Film School Limited","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","90"
"10004511","The National Film and Television School","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","70"
"10038763","ForMission Ltd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10022087","Futureworks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10007762","Glasgow Caledonian University","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","15","0","0","0","10","5","0","0","0","40","2,045"
"10002681","Glasgow School of Art","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","15","5","0","0","0","5","5","0","0","0","35","660"
"10007794","The University of Glasgow","0","0","0","10","0","0","5","0","5","0","0","0","0","0","0","0","45","30","0","5","0","60","20","15","0","0","195","7,635"
"10007145","University of Gloucestershire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","15","405"
"10002718","Goldsmiths College","5","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","30","30","0","5","0","40","25","5","0","0","145","2,180"
"10002735","Grafton College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"10007146","The University of Greenwich","10","0","0","5","0","0","0","0","5","0","5","0","0","0","0","0","70","55","0","5","0","15","70","15","0","0","260","4,190"
"10007937","GSM London","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","95"
"10007825","Guildhall School of Music and Drama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","5","0","0","0","0","25","300"
"10040812","Harper Adams University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","225"
"10007764","Heriot-Watt University","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","120","35","0","5","0","20","15","15","0","0","235","3,250"
