﻿Title:,"Table 28 - Non-UK permanent address students by HE provider and country of permanent address"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2022/23 
Search:,


"UKPRN","HE Provider","Albania","Andorra","Armenia","Azerbaijan","Belarus","Bosnia and Herzegovina","Cyprus (Non-European Union)","Faroe Islands","Georgia","Iceland","Kosovo","Liechtenstein","Moldova","Monaco","Montenegro","North Macedonia","Norway","Russia","San Marino","Serbia","Svalbard and Jan Mayen","Switzerland","Turkey","Ukraine","Vatican City","Europe not otherwise specified","Total Other Europe","Total"
"10008071","AA School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","20","0","0","0","5","55","5","0","0","95","925"
"10007783","The University of Aberdeen","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","15","10","0","0","0","20","25","10","0","0","100","4,050"
"10007849","Abertay University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","5","0","0","20","595"
"10007856","Aberystwyth University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","5","0","0","0","5","10","0","0","0","80","1,345"
"10067853","ACM Guildford Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","30"
"10000163","AECC University College","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","90","0","0","0","0","15","0","0","0","0","120","335"
"10032036","Amity Global Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"
"10000291","Anglia Ruskin University","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","15","0","0","0","10","55","25","0","0","135","7,570"
"10005451","Arden University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35"
"10000381","Arts Educational Schools","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","40"
"10008899","The Ashridge (Bonar Law Memorial) Trust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","45"
"10003212","Hult International Business School Ltd","10","0","0","5","0","0","0","0","5","5","10","0","0","5","0","0","65","35","0","5","0","30","15","5","0","10","210","1,590"
"10007759","Aston University","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","5","15","5","0","0","70","4,705"
"10038772","British Academy of Jewellery Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"10007857","Bangor University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","5","0","0","30","3,005"
"10000571","Bath Spa University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","20","865"
"10007850","The University of Bath","5","0","0","5","0","0","0","0","0","0","0","0","0","5","0","5","15","35","0","5","0","115","65","15","0","0","270","4,840"
"10007152","University of Bedfordshire","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","15","6,415"
"10005343","Queen's University Belfast","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","20","0","0","0","10","25","5","0","0","70","5,775"
"10037544","BIMM University","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","40","5","0","0","0","25","0","5","0","0","85","595"
"10007760","Birkbeck College","15","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","10","25","0","0","0","15","30","5","0","0","115","1,715"
"10007140","Birmingham City University","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","5","0","0","0","5","15","5","0","0","40","5,480"
"10006840","The University of Birmingham","5","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","30","25","0","0","0","35","110","20","0","0","255","10,760"
"10000712","University College Birmingham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2,325"
"10007832","Birmingham Newman University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10000894","Bristol Baptist College","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007811","Bishop Grosseteste University","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","70"
