﻿Title:,"Table 24 - HE staff by HE provider and nationality"
Subtitle:,"Academic years 2014/15 to 2023/24"
Reference ID:,DT025 Table 24
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-24.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Atypical marker,Non-atypical 
,Contract marker,All (excluding atypical) 
,Mode of employment,All 
,Academic year,2019/20 
Search:,


"UKPRN","HE provider","UK","European Union","Non-European Union","Not known","Total"
"10007783","The University of Aberdeen","2,560","520","310","0","3,390"
"10007849","Abertay University","415","40","25","5","480"
"10007856","Aberystwyth University","1,635","155","75","5","1,870"
"10067853","ACM Guildford Limited*","","","","",""
"10000163","AECC University College*","","","","",""
"10032036","Amity Global Education*","","","","",""
"10000291","Anglia Ruskin University","1,490","170","130","0","1,790"
"10005451","Arden University*","","","","",""
"10007759","Aston University","1,470","240","225","0","1,935"
"10007857","Bangor University","1,765","140","105","0","2,010"
"10000571","Bath Spa University","970","70","55","0","1,095"
"10007850","The University of Bath","2,805","565","335","0","3,705"
"10007152","University of Bedfordshire","900","105","80","50","1,135"
"10005343","Queen's University Belfast","2,875","1,100","355","40","4,365"
"10037544","BIMM University*","","","","",""
"10007760","Birkbeck College","1,160","340","200","50","1,755"
"10007140","Birmingham City University*","","","","",""
"10006840","The University of Birmingham*","","","","",""
"10000712","University College Birmingham","570","40","15","0","625"
"10007832","Birmingham Newman University","320","10","5","0","335"
"10007811","Bishop Grosseteste University","305","10","5","0","320"
"10006841","The University of Bolton*","","","","",""
"10000385","The Arts University Bournemouth","510","40","25","0","575"
"10000824","Bournemouth University","1,525","185","145","0","1,855"
"10007785","The University of Bradford","1,230","70","85","0","1,385"
"10000886","The University of Brighton","2,720","290","165","5","3,180"
"10000936","The University College of Osteopathy*","","","","",""
"10007786","The University of Bristol","5,985","915","710","0","7,615"
"10000961","Brunel University London","1,740","325","390","0","2,455"
"10000975","Buckinghamshire New University*","","","","",""
"10007787","The University of Buckingham*","","","","",""
"10007788","The University of Cambridge","8,015","2,400","1,775","120","12,310"
"10003324","The Institute of Cancer Research","775","235","105","0","1,110"
"10001143","Canterbury Christ Church University","1,565","125","75","0","1,765"
"10007814","Cardiff University","5,720","655","525","0","6,900"
"10007854","Cardiff Metropolitan University","1,345","70","50","0","1,470"
"10007141","The University of Central Lancashire","2,995","180","175","5","3,355"
"10007848","University of Chester","1,680","65","50","5","1,795"
"10007137","The University of Chichester*","","","","",""
"10001386","Chicken Shed Theatre Company*","","","","",""
"10001478","City, University of London","2,555","740","360","15","3,675"
"10007912","Cliff College*","","","","",""
"10001653","Conservatoire for Dance and Drama*","","","","",""
"10007761","Courtauld Institute of Art*","","","","",""
"10034324","Court Theatre Training Company Ltd*","","","","",""
"10001726","Coventry University","3,905","460","505","0","4,870"
"10007822","Cranfield University*","","","","",""
"10006427","University for the Creative Arts*","","","","",""
"10007842","University of Cumbria","970","25","15","0","1,010"
"10001883","De Montfort University","2,695","205","290","40","3,225"
"10007851","University of Derby","2,595","150","120","0","2,870"
"10007852","The University of Dundee","2,690","330","265","5","3,295"
"10007143","University of Durham","3,580","430","450","0","4,460"
"10007789","The University of East Anglia","3,550","435","320","0","4,305"
"10007144","The University of East London","1,265","180","175","35","1,655"
"10032282","The Queen's Foundation for Ecumenical Theological Education*","","","","",""
"10007823","Edge Hill University","1,870","90","65","0","2,025"
"10007772","Edinburgh Napier University","1,440","230","75","5","1,745"
"10007790","The University of Edinburgh","10,165","2,955","1,985","0","15,110"
"10042570","Escape Studios*","","","","",""
"10007791","The University of Essex","2,135","445","410","35","3,025"
"10008173","University College of Estate Management*","","","","",""
"10007792","The University of Exeter","4,615","750","620","5","5,990"
"10008640","Falmouth University*","","","","",""
"10004511","The National Film and Television School*","","","","",""
"10022087","Futureworks*","","","","",""
"10007762","Glasgow Caledonian University","1,405","85","60","0","1,550"
"10002681","Glasgow School of Art","460","35","25","0","515"
"10007794","The University of Glasgow","6,380","1,260","935","0","8,580"
"10007145","University of Gloucestershire*","","","","",""
"10002718","Goldsmiths College","1,530","355","225","5","2,115"
"10007146","The University of Greenwich","1,305","200","180","20","1,705"
"10007825","Guildhall School of Music and Drama","730","95","60","0","885"
"10040812","Harper Adams University*","","","","",""
"10080811","Hartpury University","395","30","5","0","430"
"10007764","Heriot-Watt University","1,450","320","260","5","2,035"
"10007147","University of Hertfordshire","2,845","325","175","0","3,345"
"10007148","The University of Huddersfield*","","","","",""
"10007149","The University of Hull","1,930","150","105","5","2,190"
"10003270","Imperial College of Science, Technology and Medicine","5,110","2,080","1,375","50","8,615"
"10035638","Institute of Contemporary Music Performance*","","","","",""
"10007767","Keele University","1,805","115","90","0","2,010"
"10007150","The University of Kent","2,735","500","360","0","3,590"
"10003645","King's College London","6,000","2,285","1,250","20","9,550"
"10003678","Kingston University","1,425","220","140","10","1,790"
"10003758","LAMDA Limited","105","5","5","0","120"
"10007768","The University of Lancaster","3,225","450","430","10","4,115"
"10003854","Leeds Arts University","275","15","5","0","295"
"10003861","Leeds Beckett University","2,460","145","110","0","2,715"
"10034449","Leeds Conservatoire","335","20","5","0","365"
"10007795","The University of Leeds","7,085","810","760","0","8,655"
"10003863","Leeds Trinity University","400","15","10","5","425"
"10007796","The University of Leicester","3,180","420","290","0","3,890"
"10007151","The University of Lincoln","1,900","185","175","0","2,260"
"10003956","Liverpool Hope University*","","","","",""
"10003957","Liverpool John Moores University","2,550","210","155","5","2,920"
"10003945","The Liverpool Institute for Performing Arts*","","","","",""
"10006842","The University of Liverpool","5,505","725","505","0","6,735"
"10003958","Liverpool School of Tropical Medicine","435","60","60","0","555"
"10007162","University of the Arts, London","3,025","515","250","55","3,845"
"10013109","London Bridge Business Academy*","","","","",""
"10007769","London Business School*","","","","",""
"10007797","University of London (Institutes and activities)*","","","","",""
"10004036","London Film School Limited*","","","","",""
"10004048","London Metropolitan University","705","115","50","5","875"
"10004078","London South Bank University*","","","","",""
"10004063","London School of Economics and Political Science","2,440","1,030","890","0","4,360"
"10007771","London School of Hygiene and Tropical Medicine","1,065","290","290","0","1,640"
"10022285","London School of Management Education*","","","","",""
"10004075","London School of Theology*","","","","",""
"10008289","The London Institute of Banking & Finance*","","","","",""
"10004113","Loughborough University","3,230","375","290","10","3,900"
"10009612","Luther King House Educational Trust*","","","","",""
"10004180","The Manchester Metropolitan University","4,095","380","265","65","4,805"
"10007798","The University of Manchester","8,920","1,225","1,065","0","11,210"
"10030776","St Mellitus College*","","","","",""
"10004320","The Metanoia Institute*","","","","",""
"10004351","Middlesex University","1,330","280","170","0","1,780"
"10023777","Mont Rose College of Management and Sciences*","","","","",""
"10023454","Moorlands College*","","","","",""
"10004538","Nazarene Theological College*","","","","",""
"10030129","Nelson College London Ltd","10","0","0","0","10"
"10007799","Newcastle University","5,460","605","475","0","6,540"
"10048199","Northeastern University London*","","","","",""
"10007138","The University of Northampton","1,265","70","100","10","1,445"
"10001282","University of Northumbria at Newcastle","2,620","150","195","10","2,975"
"10004775","Norwich University of the Arts*","","","","",""
"10007154","University of Nottingham*","","","","",""
"10004797","The Nottingham Trent University*","","","","",""
"10007773","The Open University*","","","","",""
"10004930","Oxford Brookes University","2,115","290","225","0","2,630"
"10007774","The University of Oxford","8,775","2,380","2,100","1,130","14,385"
"10005127","Arts University Plymouth*","","","","",""
"10007801","University of Plymouth","2,460","195","105","0","2,755"
"10007155","The University of Portsmouth","3,160","420","310","100","3,985"
"10005337","Queen Margaret University, Edinburgh","390","45","20","5","460"
"10007775","Queen Mary University of London","3,645","1,235","900","0","5,785"
"10009292","Royal Academy of Dramatic Art*","","","","",""
"10005389","Ravensbourne University London","305","45","25","0","380"
"10007802","The University of Reading","3,135","560","425","0","4,120"
"10005500","Robert Gordon University","1,135","115","110","0","1,360"
"10007776","Roehampton University","830","165","85","0","1,075"
"10005523","Rose Bruford College of Theatre and Performance*","","","","",""
"10007835","Royal Academy of Music*","","","","",""
"10005545","Royal Agricultural University*","","","","",""
"10007777","Royal College of Art","390","60","45","0","500"
"10007778","Royal College of Music*","","","","",""
"10005561","Royal Conservatoire of Scotland","425","40","30","25","520"
"10007816","The Royal Central School of Speech and Drama","150","15","20","0","185"
"10005553","Royal Holloway and Bedford New College","1,535","325","205","10","2,075"
"10007837","Royal Northern College of Music","445","40","20","0","510"
"10007779","The Royal Veterinary College","840","110","85","0","1,040"
"10007803","The University of St. Andrews","2,155","380","295","5","2,835"
"10007839","SAE Education Limited*","","","","",""
"10007782","St George's, University of London","775","100","45","20","940"
"10008026","St Mary's University College","55","90","5","0","150"
"10007843","St Mary's University, Twickenham","680","100","60","5","845"
"10007156","The University of Salford","2,075","125","120","0","2,320"
"10007780","SOAS University of London","680","210","260","30","1,180"
"10005700","SRUC","985","70","30","45","1,130"
"10005790","Sheffield Hallam University","3,950","175","185","20","4,325"
"10007157","The University of Sheffield","6,500","660","690","0","7,850"
"10006022","Solent University","1,030","70","45","0","1,145"
"10007158","The University of Southampton","4,695","750","670","20","6,135"
"10006093","Spurgeon's College*","","","","",""
"10006299","Staffordshire University","1,450","50","40","0","1,540"
"10007804","The University of Stirling","1,785","260","145","10","2,200"
"10037449","University of St Mark and St John","335","10","5","0","350"
"10008010","Stranmillis University College*","","","","",""
"10007805","The University of Strathclyde","3,290","425","335","0","4,050"
"10014001","University of Suffolk","470","35","15","0","525"
"10007159","The University of Sunderland","1,780","70","85","55","1,985"
"10007160","The University of Surrey","2,360","410","355","0","3,125"
"10007806","The University of Sussex","2,400","495","415","85","3,395"
"10007855","Swansea University","3,200","260","300","60","3,820"
"10007161","Teesside University","1,725","60","90","0","1,875"
"10008017","Trinity Laban Conservatoire of Music and Dance*","","","","",""
"10007858","University of Wales Trinity Saint David","1,235","50","65","25","1,375"
